Day of Week,Date,Hour ending,Hourly volume Southbound,HCV % Southbound,Hourly volume Northbound,HCV % Northbound,Total volume,Total % HCV
Wed, Jan 18 2012,0400,18,27.8,27,14.8,45,20
Wed, Jan 18 2012,0500,28,35.7,20,30,48,33.3
Wed, Jan 18 2012,0600,143,13.3,35,37.1,178,18
Wed, Jan 18 2012,0700,572,6.1,108,20.4,680,8.4
Wed, Jan 18 2012,0800,1015,4.1,322,10.6,1337,5.7
Wed, Jan 18 2012,0900,647,7.4,675,10.4,1322,8.9
Wed, Jan 18 2012,1000,444,10.1,469,9.2,913,9.6
Wed, Jan 18 2012,1100,696,7.9,458,11.8,1154,9.4
Wed, Jan 18 2012,1200,661,7.7,513,11.5,1174,9.4
Wed, Jan 18 2012,1300,655,6.9,609,8.2,1264,7.5
Wed, Jan 18 2012,1400,603,6.6,579,7.9,1182,7.3
Wed, Jan 18 2012,1500,547,6.9,696,5.7,1243,6.3
Wed, Jan 18 2012,1600,647,5.7,850,4.7,1497,5.1
Wed, Jan 18 2012,1700,628,9.7,1007,4.3,1635,6.4
Wed, Jan 18 2012,1800,614,4.7,980,2.9,1594,3.6
Wed, Jan 18 2012,1900,636,2.7,978,2.9,1614,2.8
Wed, Jan 18 2012,2000,560,1.8,686,2.6,1246,2.2
Wed, Jan 18 2012,2100,349,3.4,516,2.9,865,3.1
Wed, Jan 18 2012,2200,292,4.5,428,3,720,3.6
Wed, Jan 18 2012,2300,204,3.9,292,3.4,496,3.6
Wed, Jan 18 2012,2400,112,9.8,270,2.6,382,4.7
Thu, Jan 19 2012,0100,39,2.6,139,2.2,178,2.2
Thu, Jan 19 2012,0200,27,22.2,48,12.5,75,16
Thu, Jan 19 2012,0300,23,26.1,76,5.3,99,10.1
Thu, Jan 19 2012,0400,19,10.5,44,4.5,63,6.3
Thu, Jan 19 2012,0500,33,33.3,24,25,57,29.8
Thu, Jan 19 2012,0600,143,10.5,55,23.6,198,14.1
Thu, Jan 19 2012,0700,584,7,116,20.7,700,9.3
Thu, Jan 19 2012,0800,1045,3.9,300,11.7,1345,5.7
Thu, Jan 19 2012,0900,666,5.7,608,7.2,1274,6.4
Thu, Jan 19 2012,1000,632,6,444,11,1076,8.1
Thu, Jan 19 2012,1100,679,7.1,469,13,1148,9.5
Thu, Jan 19 2012,1200,583,8.7,492,10.2,1075,9.4
Thu, Jan 19 2012,1300,570,6.7,589,9.3,1159,8
Thu, Jan 19 2012,1400,632,6,659,5.5,1291,5.7
Thu, Jan 19 2012,1500,573,7.5,672,6.5,1245,7
Thu, Jan 19 2012,1600,652,7.1,871,6.5,1523,6.8
Thu, Jan 19 2012,1700,622,7.7,992,5.3,1614,6.3
Thu, Jan 19 2012,1800,621,4.7,1030,2.4,1651,3.3
Thu, Jan 19 2012,1900,623,3.9,994,2.7,1617,3.2
Thu, Jan 19 2012,2000,557,3.1,651,3.5,1208,3.3
Thu, Jan 19 2012,2100,357,3.4,591,2,948,2.5
Thu, Jan 19 2012,2200,248,4.8,485,2.7,733,3.4
Thu, Jan 19 2012,2300,204,5.9,327,3.1,531,4.1
Thu, Jan 19 2012,2400,109,5.5,249,3.6,358,4.2
Fri, Jan 20 2012,0100,56,10.7,166,6,222,7.2
Fri, Jan 20 2012,0200,40,10,78,9,118,9.3
Fri, Jan 20 2012,0300,24,29.2,85,7.1,109,11.9
Fri, Jan 20 2012,0400,17,11.8,44,6.8,61,8.2
Fri, Jan 20 2012,0500,41,22,36,25,77,23.4
Fri, Jan 20 2012,0600,152,7.9,40,25,192,11.5
Fri, Jan 20 2012,0700,490,4.9,108,21.3,598,7.9
Fri, Jan 20 2012,0800,1035,5.1,295,8.1,1330,5.8
Fri, Jan 20 2012,0900,710,4.4,571,7.4,1281,5.7
Fri, Jan 20 2012,1000,651,6.1,396,13.1,1047,8.8
Fri, Jan 20 2012,1100,701,7.6,430,10.7,1131,8.8
Fri, Jan 20 2012,1200,634,7.7,582,10.7,1216,9.1
Fri, Jan 20 2012,1300,655,6.9,749,7.2,1404,7.1
Fri, Jan 20 2012,1400,654,6.7,926,4.9,1580,5.6
Fri, Jan 20 2012,1500,663,6.3,908,5.9,1571,6.1
Fri, Jan 20 2012,1600,628,7,970,4,1598,5.2
Fri, Jan 20 2012,1700,722,4.8,961,4.7,1683,4.8
Fri, Jan 20 2012,1800,707,4.2,1015,2.9,1722,3.4
Fri, Jan 20 2012,1900,754,1.5,1005,3.7,1759,2.7
Fri, Jan 20 2012,2000,665,2.7,823,1.5,1488,2
Fri, Jan 20 2012,2100,400,3.2,675,2.5,1075,2.8
Fri, Jan 20 2012,2200,392,1.8,496,3.8,888,2.9
Fri, Jan 20 2012,2300,189,5.8,493,2.2,682,3.2
Fri, Jan 20 2012,2400,139,5.8,269,2.6,408,3.7
Sat, Jan 21 2012,0100,75,9.3,138,2.2,213,4.7
Sat, Jan 21 2012,0200,62,6.5,110,4.5,172,5.2
Sat, Jan 21 2012,0300,34,8.8,86,3.5,120,5
Sat, Jan 21 2012,0400,32,15.6,65,4.6,97,8.2
Sat, Jan 21 2012,0500,35,17.1,37,16.2,72,16.7
Sat, Jan 21 2012,0600,70,12.9,37,16.2,107,14
Sat, Jan 21 2012,0700,145,6.2,47,25.5,192,10.9
Sat, Jan 21 2012,0800,289,5.9,133,15.8,422,9
Sat, Jan 21 2012,0900,385,5.2,219,8.2,604,6.3
Sat, Jan 21 2012,1000,644,4.7,317,10.1,961,6.5
Sat, Jan 21 2012,1100,629,3,406,5.7,1035,4.1
Sat, Jan 21 2012,1200,712,2.9,612,4.4,1324,3.6
Sat, Jan 21 2012,1300,702,2.8,743,3.6,1445,3.3
Sat, Jan 21 2012,1400,738,2.3,753,2.7,1491,2.5
Sat, Jan 21 2012,1500,699,3.1,765,2.7,1464,2.9
Sat, Jan 21 2012,1600,573,2.6,763,2.2,1336,2.4
Sat, Jan 21 2012,1700,586,1.5,854,2.3,1440,2
Sat, Jan 21 2012,1800,580,2.8,887,1.4,1467,1.9
Sat, Jan 21 2012,1900,582,2.1,807,1.9,1389,1.9
Sat, Jan 21 2012,2000,594,1.3,532,0.9,1126,1.2
Sat, Jan 21 2012,2100,418,1,462,1.1,880,1
Sat, Jan 21 2012,2200,319,0,367,2.2,686,1.2
Sat, Jan 21 2012,2300,212,0.5,235,1.3,447,0.9
Sat, Jan 21 2012,2400,113,1.8,201,0.5,314,1
Sun, Jan 22 2012,0100,70,4.3,141,2.1,211,2.8
Sun, Jan 22 2012,0200,56,0,122,5.7,178,3.9
Sun, Jan 22 2012,0300,62,0,111,1.8,173,1.2
Sun, Jan 22 2012,0400,45,4.4,93,2.2,138,2.9
Sun, Jan 22 2012,0500,34,5.9,73,1.4,107,2.8
Sun, Jan 22 2012,0600,55,3.6,38,0,93,2.2
Sun, Jan 22 2012,0700,73,4.1,36,0,109,2.8
Sun, Jan 22 2012,0800,156,1.9,82,0,238,1.3
Sun, Jan 22 2012,0900,177,2.3,138,2.2,315,2.2
Sun, Jan 22 2012,1000,292,0.7,217,1.8,509,1.2
Sun, Jan 22 2012,1100,365,2.2,289,1.4,654,1.8
Sun, Jan 22 2012,1200,537,1.5,405,2.5,942,1.9
Sun, Jan 22 2012,1300,669,1.3,533,1.5,1202,1.4
Sun, Jan 22 2012,1400,701,0.9,629,0.6,1330,0.8
Sun, Jan 22 2012,1500,702,1.4,643,1.2,1345,1.3
Sun, Jan 22 2012,1600,694,0.7,739,2.4,1433,1.6
Sun, Jan 22 2012,1700,735,1.4,792,1.1,1527,1.2
Sun, Jan 22 2012,1800,661,1.8,797,1.8,1458,1.8
Sun, Jan 22 2012,1900,682,0.7,726,1,1408,0.9
Sun, Jan 22 2012,2000,709,1.8,668,1.6,1377,1.7
Sun, Jan 22 2012,2100,598,1.5,526,2.5,1124,2
Sun, Jan 22 2012,2200,482,2.1,400,3.5,882,2.7
Sun, Jan 22 2012,2300,263,3.8,222,4.5,485,4.1
Sun, Jan 22 2012,2400,149,5.4,182,9.3,331,7.6
Mon, Jan 23 2012,0100,73,5.5,105,8.6,178,7.3
Mon, Jan 23 2012,0200,34,32.4,75,12,109,18.3
Mon, Jan 23 2012,0300,23,21.7,34,2.9,57,10.5
Mon, Jan 23 2012,0400,28,25,30,20,58,22.4
Mon, Jan 23 2012,0500,41,22,23,17.4,64,20.3
Mon, Jan 23 2012,0600,170,5.9,52,15.4,222,8.1
Mon, Jan 23 2012,0700,570,4.2,135,14.1,705,6.1
Mon, Jan 23 2012,0800,1049,3.7,381,10.2,1430,5.5
Mon, Jan 23 2012,0900,624,5.8,594,7.4,1218,6.6
Mon, Jan 23 2012,1000,639,3.4,431,9,1070,5.7
Mon, Jan 23 2012,1100,717,6.1,409,9,1126,7.2
Mon, Jan 23 2012,1200,602,5.5,517,9.5,1119,7.3
Mon, Jan 23 2012,1300,541,7.6,576,7.8,1117,7.7
Mon, Jan 23 2012,1400,564,5.3,575,6.8,1139,6.1
Mon, Jan 23 2012,1500,613,6,660,5.6,1273,5.8
Mon, Jan 23 2012,1600,615,6.8,834,4.9,1449,5.7
Mon, Jan 23 2012,1700,593,6.9,973,4.2,1566,5.2
Mon, Jan 23 2012,1800,575,5,1057,3.2,1632,3.9
Mon, Jan 23 2012,1900,669,2.8,1016,3.5,1685,3.3
Mon, Jan 23 2012,2000,525,3.8,590,3.2,1115,3.5
Mon, Jan 23 2012,2100,345,4.3,434,2.5,779,3.3
Mon, Jan 23 2012,2200,247,4.5,411,3.4,658,3.8
Mon, Jan 23 2012,2300,190,2.6,306,2.6,496,2.6
Mon, Jan 23 2012,2400,104,4.8,185,2.2,289,3.1
Tue, Jan 24 2012,0100,47,10.6,134,3,181,5
Tue, Jan 24 2012,0200,20,20,58,6.9,78,10.3
Tue, Jan 24 2012,0300,16,37.5,47,8.5,63,15.9
Tue, Jan 24 2012,0400,25,20,34,5.9,59,11.9
Tue, Jan 24 2012,0500,40,30,22,45.5,62,35.5
Tue, Jan 24 2012,0600,149,12.8,38,39.5,187,18.2
Tue, Jan 24 2012,0700,542,4.2,111,19.8,653,6.9
Tue, Jan 24 2012,0800,1051,3.4,326,11,1377,5.2
Tue, Jan 24 2012,0900,627,7.3,610,8.9,1237,8.1
Tue, Jan 24 2012,1000,605,6,470,9.1,1075,7.3
Tue, Jan 24 2012,1100,658,5.9,482,11.6,1140,8.3
Tue, Jan 24 2012,1200,564,6.4,514,7.4,1078,6.9
Tue, Jan 24 2012,1300,574,6.6,538,8.6,1112,7.6
Tue, Jan 24 2012,1400,608,4.9,635,5,1243,5
Tue, Jan 24 2012,1500,579,6.7,698,7.2,1277,7
Tue, Jan 24 2012,1600,576,5.7,868,4.3,1444,4.8
Tue, Jan 24 2012,1700,620,7.3,984,4,1604,5.2
Tue, Jan 24 2012,1800,542,5.7,1021,2.4,1563,3.6
Tue, Jan 24 2012,1900,603,2.3,968,4.2,1571,3.5
Tue, Jan 24 2012,2000,464,2.8,642,2.3,1106,2.5
Tue, Jan 24 2012,2100,327,4,468,2.6,795,3.1
Tue, Jan 24 2012,2200,249,2.8,388,4.1,637,3.6
Tue, Jan 24 2012,2300,168,4.2,333,2.7,501,3.2
Tue, Jan 24 2012,2400,128,3.1,195,2.6,323,2.8
Wed, Jan 25 2012,0100,47,6.4,131,1.5,178,2.8
Wed, Jan 25 2012,0200,33,24.2,60,11.7,93,16.1
Wed, Jan 25 2012,0300,17,17.6,71,5.6,88,8
Wed, Jan 25 2012,0400,17,5.9,30,16.7,47,12.8
Wed, Jan 25 2012,0500,43,30.2,24,41.7,67,34.3
Wed, Jan 25 2012,0600,151,10.6,38,39.5,189,16.4
Wed, Jan 25 2012,0700,549,5.3,103,25.2,652,8.4
Wed, Jan 25 2012,0800,1053,3.5,318,9.4,1371,4.9
Wed, Jan 25 2012,0900,563,8.3,642,8.6,1205,8.5
Wed, Jan 25 2012,1000,642,4.8,456,9.4,1098,6.7
Wed, Jan 25 2012,1100,669,7,467,11.1,1136,8.7
Wed, Jan 25 2012,1200,578,7.6,542,9,1120,8.3
Wed, Jan 25 2012,1300,581,7.2,572,8.9,1153,8.1
Wed, Jan 25 2012,1400,582,6.7,634,8.2,1216,7.5
Wed, Jan 25 2012,1500,641,5.3,699,7.2,1340,6.3
Wed, Jan 25 2012,1600,631,6,862,4.1,1493,4.9
Wed, Jan 25 2012,1700,575,8,994,4,1569,5.5
Wed, Jan 25 2012,1800,590,4.2,1069,2,1659,2.8
Wed, Jan 25 2012,1900,607,3.1,975,3.2,1582,3.2
Wed, Jan 25 2012,2000,555,3.4,635,3.5,1190,3.4
Wed, Jan 25 2012,2100,313,3.5,484,1.9,797,2.5
Wed, Jan 25 2012,2200,249,4,385,5.5,634,4.9
Wed, Jan 25 2012,2300,215,4.7,300,1.7,515,2.9
Wed, Jan 25 2012,2400,127,4.7,220,3.6,347,4
Thu, Jan 26 2012,0100,37,13.5,110,2.7,147,5.4
Thu, Jan 26 2012,0200,30,16.7,53,5.7,83,9.6
Thu, Jan 26 2012,0300,18,38.9,76,7.9,94,13.8
Thu, Jan 26 2012,0400,25,16,53,9.4,78,11.5
Thu, Jan 26 2012,0500,36,22.2,35,17.1,71,19.7
Thu, Jan 26 2012,0600,163,9.8,47,36.2,210,15.7
Thu, Jan 26 2012,0700,533,5.8,114,17.5,647,7.9
Thu, Jan 26 2012,0800,1024,3.9,306,12.7,1330,5.9
Thu, Jan 26 2012,0900,694,6.1,611,9.2,1305,7.5
Thu, Jan 26 2012,1000,635,6.8,488,11.1,1123,8.6
Thu, Jan 26 2012,1100,734,8,497,10.1,1231,8.9
Thu, Jan 26 2012,1200,661,6.5,538,9.9,1199,8
Thu, Jan 26 2012,1300,587,8.3,590,8.5,1177,8.4
Thu, Jan 26 2012,1400,651,9.4,660,7,1311,8.2
Thu, Jan 26 2012,1500,615,8.5,775,8.1,1390,8.3
Thu, Jan 26 2012,1600,651,4.9,827,4.8,1478,4.9
Thu, Jan 26 2012,1700,595,5.5,1026,4.4,1621,4.8
Thu, Jan 26 2012,1800,637,6.4,1009,3.7,1646,4.7
Thu, Jan 26 2012,1900,620,5.2,987,2.9,1607,3.8
Thu, Jan 26 2012,2000,563,3.7,671,2.2,1234,2.9
Thu, Jan 26 2012,2100,392,3.3,530,1.9,922,2.5
Thu, Jan 26 2012,2200,334,3,452,3.3,786,3.2
Thu, Jan 26 2012,2300,215,7,365,4.4,580,5.3
Thu, Jan 26 2012,2400,112,8.9,268,1.9,380,3.9
Fri, Jan 27 2012,0100,55,9.1,149,5.4,204,6.4
Fri, Jan 27 2012,0200,38,18.4,92,4.3,130,8.5
Fri, Jan 27 2012,0300,23,26.1,71,9.9,94,13.8
Fri, Jan 27 2012,0400,29,27.6,40,5,69,14.5
Fri, Jan 27 2012,0500,47,12.8,38,13.2,85,12.9
Fri, Jan 27 2012,0600,175,10.9,52,34.6,227,16.3
Fri, Jan 27 2012,0700,520,5.2,118,26.3,638,9.1
Fri, Jan 27 2012,0800,1020,3.7,291,10.3,1311,5.2
Fri, Jan 27 2012,0900,703,4.1,582,8.4,1285,6.1
Fri, Jan 27 2012,1000,654,5,415,10.8,1069,7.3
Fri, Jan 27 2012,1100,690,7.2,485,9.1,1175,8
Fri, Jan 27 2012,1200,638,6.1,594,8.9,1232,7.5
Fri, Jan 27 2012,1300,669,7,729,7.4,1398,7.2
Fri, Jan 27 2012,1400,649,7.6,894,4.8,1543,6
Fri, Jan 27 2012,1500,651,6.6,888,6.5,1539,6.6
Fri, Jan 27 2012,1600,650,4.9,1013,4.4,1663,4.6
Fri, Jan 27 2012,1700,678,5.6,1014,4,1692,4.7
Fri, Jan 27 2012,1800,719,3.8,1031,3.2,1750,3.4
Fri, Jan 27 2012,1900,714,3.5,957,4.7,1671,4.2
Fri, Jan 27 2012,2000,646,3.9,790,1.5,1436,2.6
Fri, Jan 27 2012,2100,464,3,677,2.2,1141,2.5
Fri, Jan 27 2012,2200,343,3.5,567,2.8,910,3.1
Fri, Jan 27 2012,2300,214,3.3,358,3.6,572,3.5
Fri, Jan 27 2012,2400,122,5.7,245,3.7,367,4.4
Sat, Jan 28 2012,0100,63,6.3,147,3.4,210,4.3
Sat, Jan 28 2012,0200,39,10.3,137,1.5,176,3.4
Sat, Jan 28 2012,0300,39,12.8,91,5.5,130,7.7
Sat, Jan 28 2012,0400,28,17.9,46,4.3,74,9.5
Sat, Jan 28 2012,0500,40,10,54,7.4,94,8.5
Sat, Jan 28 2012,0600,79,11.4,29,6.9,108,10.2
Sat, Jan 28 2012,0700,142,7.7,66,18.2,208,11.1
Sat, Jan 28 2012,0800,284,7.4,140,8.6,424,7.8
Sat, Jan 28 2012,0900,453,2.2,216,9.3,669,4.5
Sat, Jan 28 2012,1000,636,2.4,274,6.2,910,3.5
Sat, Jan 28 2012,1100,631,3.3,435,6.2,1066,4.5
Sat, Jan 28 2012,1200,688,3.1,576,3.5,1264,3.2
Sat, Jan 28 2012,1300,712,3.2,709,2.5,1421,2.9
Sat, Jan 28 2012,1400,723,2.4,711,3,1434,2.6
Sat, Jan 28 2012,1500,630,3,715,2.9,1345,3
Sat, Jan 28 2012,1600,675,2.1,781,2.9,1456,2.5
Sat, Jan 28 2012,1700,550,3.3,851,2.2,1401,2.6
Sat, Jan 28 2012,1800,555,3.1,799,1.8,1354,2.3
Sat, Jan 28 2012,1900,541,1.5,851,1.6,1392,1.6
Sat, Jan 28 2012,2000,550,0.9,557,1.1,1107,1
Sat, Jan 28 2012,2100,451,1.8,466,1.1,917,1.4
Sat, Jan 28 2012,2200,311,1.3,342,2,653,1.7
Sat, Jan 28 2012,2300,214,0.5,261,1.5,475,1.1
Sat, Jan 28 2012,2400,97,0,230,1.3,327,0.9
Sun, Jan 29 2012,0100,61,3.3,132,0.8,193,1.6
Sun, Jan 29 2012,0200,54,3.7,131,0.8,185,1.6
Sun, Jan 29 2012,0300,68,0,96,2.1,164,1.2
Sun, Jan 29 2012,0400,50,2,94,2.1,144,2.1
Sun, Jan 29 2012,0500,47,2.1,71,1.4,118,1.7
Sun, Jan 29 2012,0600,53,3.8,34,8.8,87,5.7
Sun, Jan 29 2012,0700,72,2.8,32,6.2,104,3.8
Sun, Jan 29 2012,0800,144,2.1,73,4.1,217,2.8
Sun, Jan 29 2012,0900,209,1.9,123,1.6,332,1.8
Sun, Jan 29 2012,1000,267,1.9,203,3,470,2.3
Sun, Jan 29 2012,1100,397,2.3,245,2.4,642,2.3
Sun, Jan 29 2012,1200,506,1.4,403,2,909,1.7
Sun, Jan 29 2012,1300,708,2.4,551,3.3,1259,2.8
Sun, Jan 29 2012,1400,758,1.1,647,2,1405,1.5
Sun, Jan 29 2012,1500,775,2.1,724,1.2,1499,1.7
Sun, Jan 29 2012,1600,685,0.7,730,2.1,1415,1.4
Sun, Jan 29 2012,1700,684,1.5,861,1.6,1545,1.6
Sun, Jan 29 2012,1800,673,1.6,870,1.3,1543,1.4
Sun, Jan 29 2012,1900,816,1.7,795,0.8,1611,1.2
Sun, Jan 29 2012,2000,725,2.8,663,1.7,1388,2.2
Sun, Jan 29 2012,2100,595,1.2,542,2.8,1137,1.9
Sun, Jan 29 2012,2200,455,1.5,366,2.7,821,2.1
Sun, Jan 29 2012,2300,290,3.1,236,4.7,526,3.8
Sun, Jan 29 2012,2400,169,5.9,172,6.4,341,6.2
Mon, Jan 30 2012,0100,59,8.5,78,7.7,137,8
Mon, Jan 30 2012,0200,45,11.1,60,3.3,105,6.7
Mon, Jan 30 2012,0300,18,5.6,36,11.1,54,9.3
Mon, Jan 30 2012,0400,25,8,38,7.9,63,7.9
Mon, Jan 30 2012,0500,39,23.1,23,0,62,14.5
Mon, Jan 30 2012,0600,167,6,58,17.2,225,8.9
Mon, Jan 30 2012,0700,582,5.7,125,11.2,707,6.6
Mon, Jan 30 2012,0800,1042,3.8,346,8.1,1388,4.9
Mon, Jan 30 2012,0900,664,5.3,580,6.4,1244,5.8
Mon, Jan 30 2012,1000,607,5.9,438,10,1045,7.7
Mon, Jan 30 2012,1100,647,6.3,397,9.6,1044,7.6
Mon, Jan 30 2012,1200,593,6.9,519,9.8,1112,8.3
Mon, Jan 30 2012,1300,602,8.5,561,11.6,1163,10
Mon, Jan 30 2012,1400,597,5.9,621,8.5,1218,7.2
Mon, Jan 30 2012,1500,624,7.9,632,8.1,1256,8
Mon, Jan 30 2012,1600,636,7.2,825,5.5,1461,6.2
Mon, Jan 30 2012,1700,562,6.9,988,5.5,1550,6
Mon, Jan 30 2012,1800,586,6.3,1027,3.4,1613,4.5
Mon, Jan 30 2012,1900,687,4.7,1067,3.2,1754,3.8
Mon, Jan 30 2012,2000,581,4.1,657,4.1,1238,4.1
Mon, Jan 30 2012,2100,346,3.5,495,2.4,841,2.9
Mon, Jan 30 2012,2200,242,2.5,394,3.6,636,3.1
Mon, Jan 30 2012,2300,193,3.1,309,6.5,502,5.2
Mon, Jan 30 2012,2400,111,6.3,202,3,313,4.2
Tue, Jan 31 2012,0100,46,10.9,142,2.8,188,4.8
Tue, Jan 31 2012,0200,23,34.8,47,2.1,70,12.9
Tue, Jan 31 2012,0300,20,45,48,8.3,68,19.1
Tue, Jan 31 2012,0400,18,22.2,42,19,60,20
Tue, Jan 31 2012,0500,26,23.1,25,36,51,29.4
Tue, Jan 31 2012,0600,157,15.3,47,38.3,204,20.6
Tue, Jan 31 2012,0700,573,4.7,116,22.4,689,7.7
Tue, Jan 31 2012,0800,1059,4.7,338,10.4,1397,6.1
Tue, Jan 31 2012,0900,676,6.2,575,8.9,1251,7.4
Tue, Jan 31 2012,1000,646,6.3,444,13.1,1090,9.1
Tue, Jan 31 2012,1100,663,7.5,496,8.9,1159,8.1
Tue, Jan 31 2012,1200,578,6.9,535,10.3,1113,8.5
Tue, Jan 31 2012,1300,622,7.7,590,7.6,1212,7.7
Tue, Jan 31 2012,1400,676,5.9,577,6.6,1253,6.2
Tue, Jan 31 2012,1500,596,6,716,8.7,1312,7.5
Tue, Jan 31 2012,1600,644,5.4,897,5.2,1541,5.3
Tue, Jan 31 2012,1700,556,7.4,1010,5.2,1566,6
Tue, Jan 31 2012,1800,605,6.1,1036,2.7,1641,4
Tue, Jan 31 2012,1900,585,2.2,905,3.4,1490,3
Tue, Jan 31 2012,2000,521,4.4,635,3.1,1156,3.7
Tue, Jan 31 2012,2100,319,2.8,514,2.3,833,2.5
Tue, Jan 31 2012,2200,253,4.3,444,3.2,697,3.6
Tue, Jan 31 2012,2300,173,4,302,3.6,475,3.8
Tue, Jan 31 2012,2400,133,6,228,3.9,361,4.7
Wed, Feb 1 2012,0100,39,12.8,135,2.2,174,4.6
Wed, Feb 1 2012,0200,25,24,58,8.6,83,13.3
Wed, Feb 1 2012,0300,16,12.5,56,7.1,72,8.3
Wed, Feb 1 2012,0400,23,26.1,40,12.5,63,17.5
Wed, Feb 1 2012,0500,28,17.9,36,33.3,64,26.6
Wed, Feb 1 2012,0600,149,12.1,34,29.4,183,15.3
Wed, Feb 1 2012,0700,572,6.5,106,19.8,678,8.6
Wed, Feb 1 2012,0800,1067,3.9,338,9.8,1405,5.3
Wed, Feb 1 2012,0900,676,6.2,617,9.6,1293,7.8
Wed, Feb 1 2012,1000,613,7.7,510,10.8,1123,9.1
Wed, Feb 1 2012,1100,702,6.6,437,15.6,1139,10
Wed, Feb 1 2012,1200,647,8.3,493,9.5,1140,8.9
Wed, Feb 1 2012,1300,572,7.5,575,7.8,1147,7.7
Wed, Feb 1 2012,1400,581,8.8,642,8.4,1223,8.6
Wed, Feb 1 2012,1500,595,8.7,722,6.6,1317,7.6
Wed, Feb 1 2012,1600,645,5.7,855,6.5,1500,6.2
Wed, Feb 1 2012,1700,602,5.8,1018,4.6,1620,5.1
Wed, Feb 1 2012,1800,644,4.8,1031,3.3,1675,3.9
Wed, Feb 1 2012,1900,659,3,930,3.1,1589,3.1
Wed, Feb 1 2012,2000,488,2.3,700,2.1,1188,2.2
Wed, Feb 1 2012,2100,338,3.8,530,1.9,868,2.6
Wed, Feb 1 2012,2200,256,2.7,410,3.4,666,3.2
Wed, Feb 1 2012,2300,208,3.8,285,2.5,493,3
Wed, Feb 1 2012,2400,129,6.2,219,3.2,348,4.3
Thu, Feb 2 2012,0100,54,9.3,153,1.3,207,3.4
Thu, Feb 2 2012,0200,41,22,61,4.9,102,11.8
Thu, Feb 2 2012,0300,22,18.2,83,6,105,8.6
Thu, Feb 2 2012,0400,18,11.1,51,11.8,69,11.6
Thu, Feb 2 2012,0500,32,31.2,29,13.8,61,23
Thu, Feb 2 2012,0600,146,13,49,32.7,195,17.9
Thu, Feb 2 2012,0700,531,4.1,108,22.2,639,7.2
Thu, Feb 2 2012,0800,1023,3.6,309,12,1332,5.6
Thu, Feb 2 2012,0900,680,6.5,585,7.4,1265,6.9
Thu, Feb 2 2012,1000,593,6.6,471,11,1064,8.6
Thu, Feb 2 2012,1100,733,7.6,413,13.1,1146,9.6
Thu, Feb 2 2012,1200,603,9.1,527,11,1130,10
Thu, Feb 2 2012,1300,619,7.4,546,10.3,1165,8.8
Thu, Feb 2 2012,1400,583,7.2,633,5.5,1216,6.3
Thu, Feb 2 2012,1500,638,8.9,689,8.1,1327,8.5
Thu, Feb 2 2012,1600,599,7,864,6.2,1463,6.6
Thu, Feb 2 2012,1700,619,6.6,1045,4.7,1664,5.4
Thu, Feb 2 2012,1800,618,4.9,980,3.8,1598,4.2
Thu, Feb 2 2012,1900,667,2.8,1016,3.9,1683,3.5
Thu, Feb 2 2012,2000,543,4.1,772,1.6,1315,2.6
Thu, Feb 2 2012,2100,355,2.8,551,2.2,906,2.4
Thu, Feb 2 2012,2200,271,2.2,461,3.3,732,2.9
Thu, Feb 2 2012,2300,239,4.2,330,4.2,569,4.2
Thu, Feb 2 2012,2400,114,7,247,2.4,361,3.9
Fri, Feb 3 2012,0100,43,9.3,163,3.7,206,4.9
Fri, Feb 3 2012,0200,30,10,90,7.8,120,8.3
Fri, Feb 3 2012,0300,24,33.3,70,7.1,94,13.8
Fri, Feb 3 2012,0400,23,26.1,42,9.5,65,15.4
Fri, Feb 3 2012,0500,39,15.4,31,19.4,70,17.1
Fri, Feb 3 2012,0600,170,10.6,37,35.1,207,15
Fri, Feb 3 2012,0700,491,6.1,103,22.3,594,8.9
Fri, Feb 3 2012,0800,993,4.5,287,11.8,1280,6.2
Fri, Feb 3 2012,0900,724,4.8,584,8,1308,6.3
Fri, Feb 3 2012,1000,649,4.8,470,10,1119,7
Fri, Feb 3 2012,1100,709,8.5,462,11.7,1171,9.7
Fri, Feb 3 2012,1200,636,6.6,537,10.1,1173,8.2
Fri, Feb 3 2012,1300,657,7.9,751,7.5,1408,7.7
Fri, Feb 3 2012,1400,576,9.2,911,5.9,1487,7.2
Fri, Feb 3 2012,1500,661,6.7,953,6.2,1614,6.4
Fri, Feb 3 2012,1600,686,4.5,964,4.6,1650,4.5
Fri, Feb 3 2012,1700,707,5.2,1041,4.3,1748,4.7
Fri, Feb 3 2012,1800,713,4.9,969,3.8,1682,4.3
Fri, Feb 3 2012,1900,740,2.4,960,3.9,1700,3.2
Fri, Feb 3 2012,2000,643,3.4,919,1.3,1562,2.2
Fri, Feb 3 2012,2100,476,2.1,698,2.9,1174,2.6
Fri, Feb 3 2012,2200,389,1.8,493,3.2,882,2.6
Fri, Feb 3 2012,2300,291,5.8,345,2.6,636,4.1
Fri, Feb 3 2012,2400,194,5.2,273,4.4,467,4.7
Sat, Feb 4 2012,0100,101,5,145,2.8,246,3.7
Sat, Feb 4 2012,0200,62,6.5,163,4.3,225,4.9
Sat, Feb 4 2012,0300,50,8,121,1.7,171,3.5
Sat, Feb 4 2012,0400,38,5.3,82,3.7,120,4.2
Sat, Feb 4 2012,0500,37,16.2,59,6.8,96,10.4
