Day of Week,Date,Hour ending,Hourly volume Eastbound,HCV % Eastbound,Hourly volume Westbound,HCV % Westbound,Total volume,Total % HCV
Tue, Apr 17 2012,1500,331,10.6,330,11.2,661,10.9
Tue, Apr 17 2012,1600,367,9.8,352,12.2,719,11
Tue, Apr 17 2012,1700,494,7.9,364,8,858,7.9
Tue, Apr 17 2012,1800,576,5.4,428,10.3,1004,7.5
Tue, Apr 17 2012,1900,705,5,472,5.1,1177,5
Tue, Apr 17 2012,2000,584,4.5,481,6.2,1065,5.3
Tue, Apr 17 2012,2100,274,10.6,289,6.9,563,8.7
Tue, Apr 17 2012,2200,185,8.6,231,8.2,416,8.4
Tue, Apr 17 2012,2300,158,10.1,187,6.4,345,8.1
Tue, Apr 17 2012,2400,109,3.7,113,15.9,222,9.9
Wed, Apr 18 2012,0100,72,11.1,79,19,151,15.2
Wed, Apr 18 2012,0200,40,5,39,23.1,79,13.9
Wed, Apr 18 2012,0300,40,32.5,23,34.8,63,33.3
Wed, Apr 18 2012,0400,22,18.2,20,40,42,28.6
Wed, Apr 18 2012,0500,25,36,21,61.9,46,47.8
Wed, Apr 18 2012,0600,24,29.2,31,64.5,55,49.1
Wed, Apr 18 2012,0700,49,34.7,61,27.9,110,30.9
Wed, Apr 18 2012,0800,139,16.5,192,13.5,331,14.8
Wed, Apr 18 2012,0900,332,6.3,545,7,877,6.7
Wed, Apr 18 2012,1000,523,5.9,658,5.8,1181,5.8
Wed, Apr 18 2012,1100,332,14.2,539,10.6,871,11.9
Wed, Apr 18 2012,1200,305,14.4,409,11.5,714,12.7
Wed, Apr 18 2012,1300,316,16.1,328,11.9,644,14
Wed, Apr 18 2012,1400,360,11.4,340,11.2,700,11.3
Wed, Apr 18 2012,1500,393,12.2,366,10.4,759,11.3
Wed, Apr 18 2012,1600,401,9.7,357,14.6,758,12
Wed, Apr 18 2012,1700,468,9.2,364,8.2,832,8.8
Wed, Apr 18 2012,1800,611,7.2,430,7.2,1041,7.2
Wed, Apr 18 2012,1900,739,5.3,503,8,1242,6.4
Wed, Apr 18 2012,2000,546,5.5,469,5.8,1015,5.6
Wed, Apr 18 2012,2100,341,7.6,339,6.5,680,7.1
Wed, Apr 18 2012,2200,196,4.6,243,6.2,439,5.5
Wed, Apr 18 2012,2300,176,4,167,12,343,7.9
Wed, Apr 18 2012,2400,121,6.6,144,9,265,7.9
Thu, Apr 19 2012,0100,76,11.8,103,12.6,179,12.3
Thu, Apr 19 2012,0200,47,10.6,63,20.6,110,16.4
Thu, Apr 19 2012,0300,37,21.6,25,20,62,21
Thu, Apr 19 2012,0400,27,25.9,26,46.2,53,35.8
Thu, Apr 19 2012,0500,20,35,27,74.1,47,57.4
Thu, Apr 19 2012,0600,31,51.6,25,52,56,51.8
Thu, Apr 19 2012,0700,58,39.7,64,29.7,122,34.4
Thu, Apr 19 2012,0800,161,13.7,203,8.4,364,10.7
Thu, Apr 19 2012,0900,350,10,554,6.1,904,7.6
Thu, Apr 19 2012,1000,500,8.8,673,5.6,1173,7
Thu, Apr 19 2012,1100,373,9.7,576,7.8,949,8.5
Thu, Apr 19 2012,1200,309,14.9,450,10.4,759,12.3
Thu, Apr 19 2012,1300,361,11.9,390,15.4,751,13.7
Thu, Apr 19 2012,1400,378,12.7,333,14.7,711,13.6
Thu, Apr 19 2012,1500,388,10.6,421,9.3,809,9.9
Thu, Apr 19 2012,1600,414,12.3,334,12,748,12.2
Thu, Apr 19 2012,1700,579,9.8,451,10.4,1030,10.1
Thu, Apr 19 2012,1800,664,9.2,525,8.6,1189,8.9
Thu, Apr 19 2012,1900,753,5.2,544,7.5,1297,6.2
Thu, Apr 19 2012,2000,590,4.9,515,4.9,1105,4.9
Thu, Apr 19 2012,2100,320,6.9,393,4.8,713,5.8
Thu, Apr 19 2012,2200,243,3.7,252,6.3,495,5.1
Thu, Apr 19 2012,2300,185,8.6,215,8.8,400,8.8
Thu, Apr 19 2012,2400,167,6,178,7.9,345,7
Fri, Apr 20 2012,0100,103,8.7,102,16.7,205,12.7
Fri, Apr 20 2012,0200,63,7.9,61,16.4,124,12.1
Fri, Apr 20 2012,0300,39,30.8,42,26.2,81,28.4
Fri, Apr 20 2012,0400,29,20.7,21,33.3,50,26
Fri, Apr 20 2012,0500,27,22.2,23,56.5,50,38
Fri, Apr 20 2012,0600,28,35.7,36,38.9,64,37.5
Fri, Apr 20 2012,0700,61,32.8,67,25.4,128,28.9
Fri, Apr 20 2012,0800,123,13,193,14,316,13.6
Fri, Apr 20 2012,0900,283,11.7,513,6,796,8
Fri, Apr 20 2012,1000,451,8.2,618,5.3,1069,6.5
Fri, Apr 20 2012,1100,350,10.6,498,9.4,848,9.9
Fri, Apr 20 2012,1200,365,14.8,389,8.7,754,11.7
Fri, Apr 20 2012,1300,393,12.7,401,10.2,794,11.5
Fri, Apr 20 2012,1400,465,8.4,418,8.4,883,8.4
Fri, Apr 20 2012,1500,565,7.6,423,8,988,7.8
Fri, Apr 20 2012,1600,558,6.3,447,7.2,1005,6.7
Fri, Apr 20 2012,1700,693,6.8,581,8.4,1274,7.5
Fri, Apr 20 2012,1800,731,5.5,647,7.3,1378,6.3
Fri, Apr 20 2012,1900,733,4.2,659,4.6,1392,4.4
Fri, Apr 20 2012,2000,590,5.6,644,3.1,1234,4.3
Fri, Apr 20 2012,2100,428,4.7,527,5.1,955,4.9
Fri, Apr 20 2012,2200,244,5.7,395,8.9,639,7.7
Fri, Apr 20 2012,2300,197,10.7,297,7.4,494,8.7
Fri, Apr 20 2012,2400,152,7.9,188,6.4,340,7.1
Sat, Apr 21 2012,0100,98,4.1,83,10.8,181,7.2
Sat, Apr 21 2012,0200,72,6.9,87,14.9,159,11.3
Sat, Apr 21 2012,0300,55,18.2,47,21.3,102,19.6
Sat, Apr 21 2012,0400,27,25.9,39,30.8,66,28.8
Sat, Apr 21 2012,0500,23,26.1,18,61.1,41,41.5
Sat, Apr 21 2012,0600,22,13.6,20,50,42,31
Sat, Apr 21 2012,0700,38,34.2,50,16,88,23.9
Sat, Apr 21 2012,0800,76,17.1,69,17.4,145,17.2
Sat, Apr 21 2012,0900,160,6.9,114,8.8,274,7.7
Sat, Apr 21 2012,1000,257,8.2,216,6.5,473,7.4
Sat, Apr 21 2012,1100,348,5.7,286,7,634,6.3
Sat, Apr 21 2012,1200,374,6.1,334,4.2,708,5.2
Sat, Apr 21 2012,1300,409,4.9,396,7.1,805,6
Sat, Apr 21 2012,1400,504,5.4,479,4.2,983,4.8
Sat, Apr 21 2012,1500,491,4.3,518,3.5,1009,3.9
Sat, Apr 21 2012,1600,460,5,495,3.4,955,4.2
Sat, Apr 21 2012,1700,411,5.1,432,5.6,843,5.3
Sat, Apr 21 2012,1800,421,5.2,476,4,897,4.6
Sat, Apr 21 2012,1900,422,3.1,441,3.9,863,3.5
Sat, Apr 21 2012,2000,372,3.5,431,3.5,803,3.5
Sat, Apr 21 2012,2100,345,2.6,407,4.7,752,3.7
Sat, Apr 21 2012,2200,245,2.4,315,2.9,560,2.7
Sat, Apr 21 2012,2300,170,6.5,205,2.4,375,4.3
Sat, Apr 21 2012,2400,141,2.1,128,3.9,269,3
Sun, Apr 22 2012,0100,87,2.3,63,4.8,150,3.3
Sun, Apr 22 2012,0200,69,5.8,74,10.8,143,8.4
Sun, Apr 22 2012,0300,33,9.1,59,8.5,92,8.7
Sun, Apr 22 2012,0400,34,11.8,36,11.1,70,11.4
Sun, Apr 22 2012,0500,25,16,27,11.1,52,13.5
Sun, Apr 22 2012,0600,27,3.7,19,10.5,46,6.5
Sun, Apr 22 2012,0700,29,13.8,22,4.5,51,9.8
Sun, Apr 22 2012,0800,46,10.9,32,3.1,78,7.7
Sun, Apr 22 2012,0900,127,11,67,6,194,9.3
Sun, Apr 22 2012,1000,117,12,72,11.1,189,11.6
Sun, Apr 22 2012,1100,218,6.9,132,9.8,350,8
Sun, Apr 22 2012,1200,318,3.1,177,3.4,495,3.2
Sun, Apr 22 2012,1300,451,4,250,2.4,701,3.4
Sun, Apr 22 2012,1400,568,3,365,2.2,933,2.7
Sun, Apr 22 2012,1500,543,2.8,408,2.5,951,2.6
Sun, Apr 22 2012,1600,461,3,483,1.4,944,2.2
Sun, Apr 22 2012,1700,529,2.1,355,3.4,884,2.6
Sun, Apr 22 2012,1800,544,2.2,493,3,1037,2.6
Sun, Apr 22 2012,1900,588,3.1,450,3.1,1038,3.1
Sun, Apr 22 2012,2000,469,1.5,490,3.5,959,2.5
Sun, Apr 22 2012,2100,422,4,521,4.8,943,4.5
Sun, Apr 22 2012,2200,327,2.4,369,5.4,696,4
Sun, Apr 22 2012,2300,208,3.8,312,7.7,520,6.2
Sun, Apr 22 2012,2400,127,2.4,213,5.2,340,4.1
Mon, Apr 23 2012,0100,81,6.2,91,8.8,172,7.6
Mon, Apr 23 2012,0200,33,15.2,56,10.7,89,12.4
Mon, Apr 23 2012,0300,28,25,40,20,68,22.1
Mon, Apr 23 2012,0400,16,37.5,14,35.7,30,36.7
Mon, Apr 23 2012,0500,27,18.5,18,33.3,45,24.4
Mon, Apr 23 2012,0600,24,29.2,20,50,44,38.6
Mon, Apr 23 2012,0700,98,17.3,57,29.8,155,21.9
Mon, Apr 23 2012,0800,232,7.3,205,8.8,437,8
Mon, Apr 23 2012,0900,372,8.6,575,3.1,947,5.3
Mon, Apr 23 2012,1000,456,7.9,735,6.3,1191,6.9
Mon, Apr 23 2012,1100,335,11.6,546,9.3,881,10.2
Mon, Apr 23 2012,1200,320,12.5,386,8.5,706,10.3
Mon, Apr 23 2012,1300,307,14.3,375,7.2,682,10.4
Mon, Apr 23 2012,1400,333,10.5,330,10.6,663,10.6
Mon, Apr 23 2012,1500,345,10.4,363,11.6,708,11
Mon, Apr 23 2012,1600,417,7.4,403,9.7,820,8.5
Mon, Apr 23 2012,1700,489,8.2,335,12.2,824,9.8
Mon, Apr 23 2012,1800,577,6.4,364,6,941,6.3
Mon, Apr 23 2012,1900,697,5,453,7.3,1150,5.9
Mon, Apr 23 2012,2000,516,5.6,435,4.6,951,5.2
Mon, Apr 23 2012,2100,274,8.4,274,8,548,8.2
Mon, Apr 23 2012,2200,181,8.8,176,8.5,357,8.7
Mon, Apr 23 2012,2300,146,4.8,159,8.8,305,6.9
Mon, Apr 23 2012,2400,102,5.9,111,8.1,213,7
Tue, Apr 24 2012,0100,59,10.2,63,17.5,122,13.9
Tue, Apr 24 2012,0200,48,6.2,30,16.7,78,10.3
Tue, Apr 24 2012,0300,31,32.3,24,37.5,55,34.5
Tue, Apr 24 2012,0400,32,34.4,22,45.5,54,38.9
Tue, Apr 24 2012,0500,19,26.3,23,52.2,42,40.5
Tue, Apr 24 2012,0600,27,44.4,27,48.1,54,46.3
Tue, Apr 24 2012,0700,66,22.7,59,25.4,125,24
Tue, Apr 24 2012,0800,155,20.6,184,8.2,339,13.9
Tue, Apr 24 2012,0900,321,8.7,588,7,909,7.6
Tue, Apr 24 2012,1000,434,5.5,677,6.5,1111,6.1
Tue, Apr 24 2012,1100,382,10.2,535,9.7,917,9.9
Tue, Apr 24 2012,1200,295,14.2,369,11.4,664,12.7
Tue, Apr 24 2012,1300,309,10.7,335,9.6,644,10.1
Tue, Apr 24 2012,1400,318,13.8,329,10.6,647,12.2
Tue, Apr 24 2012,1500,341,12.3,313,13.4,654,12.8
Tue, Apr 24 2012,1600,381,10.2,366,9.3,747,9.8
Tue, Apr 24 2012,1700,474,10.5,364,8.5,838,9.7
Tue, Apr 24 2012,1800,597,5.7,403,9.9,1000,7.4
Tue, Apr 24 2012,1900,656,5.2,453,8.2,1109,6.4
Tue, Apr 24 2012,2000,549,4,461,7.2,1010,5.4
Tue, Apr 24 2012,2100,345,7.8,275,4,620,6.1
Tue, Apr 24 2012,2200,204,8.8,204,9.8,408,9.3
Tue, Apr 24 2012,2300,123,12.2,162,12.3,285,12.3
Tue, Apr 24 2012,2400,104,3.8,132,6.8,236,5.5
Wed, Apr 25 2012,0100,78,1.3,89,16.9,167,9.6
Wed, Apr 25 2012,0200,44,13.6,42,21.4,86,17.4
Wed, Apr 25 2012,0300,33,39.4,22,36.4,55,38.2
Wed, Apr 25 2012,0400,27,18.5,22,40.9,49,28.6
Wed, Apr 25 2012,0500,24,33.3,25,68,49,51
Wed, Apr 25 2012,0600,25,24,25,64,50,44
Wed, Apr 25 2012,0700,43,32.6,50,32,93,32.3
Wed, Apr 25 2012,0800,131,14.5,195,13.3,326,13.8
Wed, Apr 25 2012,0900,335,10.4,524,6.5,859,8
Wed, Apr 25 2012,1000,480,8.8,681,6,1161,7.1
Wed, Apr 25 2012,1100,343,14,540,9.3,883,11.1
Wed, Apr 25 2012,1200,314,10.8,387,9.8,701,10.3
Wed, Apr 25 2012,1300,320,15.6,398,12.1,718,13.6
Wed, Apr 25 2012,1400,362,9.1,332,11.4,694,10.2
Wed, Apr 25 2012,1500,404,8.9,354,10.5,758,9.6
Wed, Apr 25 2012,1600,439,12.8,317,12,756,12.4
Wed, Apr 25 2012,1700,502,8.2,382,8.4,884,8.3
Wed, Apr 25 2012,1800,610,5.2,418,5.7,1028,5.4
Wed, Apr 25 2012,1900,735,5.7,447,6.9,1182,6.2
Wed, Apr 25 2012,2000,561,5.9,454,5.3,1015,5.6
Wed, Apr 25 2012,2100,299,9,322,3.7,621,6.3
Wed, Apr 25 2012,2200,185,5.9,191,6.8,376,6.4
Wed, Apr 25 2012,2300,171,5.3,171,7,342,6.1
Wed, Apr 25 2012,2400,101,6.9,129,10.1,230,8.7
Thu, Apr 26 2012,0100,74,2.7,103,13.6,177,9
Thu, Apr 26 2012,0200,41,9.8,54,18.5,95,14.7
Thu, Apr 26 2012,0300,36,27.8,32,25,68,26.5
Thu, Apr 26 2012,0400,29,17.2,22,40.9,51,27.5
Thu, Apr 26 2012,0500,21,42.9,27,66.7,48,56.2
Thu, Apr 26 2012,0600,28,42.9,32,40.6,60,41.7
Thu, Apr 26 2012,0700,45,31.1,53,30.2,98,30.6
Thu, Apr 26 2012,0800,133,18,190,11.1,323,13.9
Thu, Apr 26 2012,0900,340,11.8,513,4.9,853,7.6
Thu, Apr 26 2012,1000,477,6.7,676,6.5,1153,6.6
Thu, Apr 26 2012,1100,372,9.7,564,9.8,936,9.7
Thu, Apr 26 2012,1200,307,10.7,411,12.2,718,11.6
Thu, Apr 26 2012,1300,372,15.9,362,9.7,734,12.8
Thu, Apr 26 2012,1400,380,11.1,352,12.2,732,11.6
Thu, Apr 26 2012,1500,385,10.4,381,10.8,766,10.6
Thu, Apr 26 2012,1600,434,9.4,396,7.6,830,8.6
Thu, Apr 26 2012,1700,516,7.6,408,8.6,924,8
Thu, Apr 26 2012,1800,636,7.5,447,8.5,1083,7.9
Thu, Apr 26 2012,1900,714,5.3,505,6.5,1219,5.8
Thu, Apr 26 2012,2000,541,4.6,535,4.7,1076,4.6
Thu, Apr 26 2012,2100,352,8.8,372,3.8,724,6.2
Thu, Apr 26 2012,2200,236,5.5,257,7.4,493,6.5
Thu, Apr 26 2012,2300,196,6.1,189,8.5,385,7.3
Thu, Apr 26 2012,2400,132,5.3,142,5.6,274,5.5
Fri, Apr 27 2012,0100,110,9.1,100,19,210,13.8
Fri, Apr 27 2012,0200,48,6.2,64,23.4,112,16.1
Fri, Apr 27 2012,0300,32,15.6,31,9.7,63,12.7
Fri, Apr 27 2012,0400,35,37.1,30,36.7,65,36.9
Fri, Apr 27 2012,0500,20,15,28,53.6,48,37.5
Fri, Apr 27 2012,0600,32,46.9,22,54.5,54,50
Fri, Apr 27 2012,0700,49,30.6,61,29.5,110,30
Fri, Apr 27 2012,0800,131,21.4,189,12.2,320,15.9
Fri, Apr 27 2012,0900,292,8.9,509,5.5,801,6.7
Fri, Apr 27 2012,1000,450,8.7,600,7,1050,7.7
Fri, Apr 27 2012,1100,394,10.2,445,10.6,839,10.4
Fri, Apr 27 2012,1200,338,11.8,384,12.2,722,12
Fri, Apr 27 2012,1300,396,11.4,398,9,794,10.2
Fri, Apr 27 2012,1400,469,11.1,459,9.8,928,10.5
Fri, Apr 27 2012,1500,588,6.8,401,9,989,7.7
Fri, Apr 27 2012,1600,542,7.6,461,7.6,1003,7.6
Fri, Apr 27 2012,1700,662,5.4,528,6.6,1190,6
Fri, Apr 27 2012,1800,735,7.3,698,5.6,1433,6.5
Fri, Apr 27 2012,1900,799,5.6,671,4.8,1470,5.2
Fri, Apr 27 2012,2000,567,6,640,3.4,1207,4.6
Fri, Apr 27 2012,2100,428,6.1,547,5.7,975,5.8
Fri, Apr 27 2012,2200,292,5.8,388,7,680,6.5
Fri, Apr 27 2012,2300,199,5,332,6.3,531,5.8
Fri, Apr 27 2012,2400,136,11,196,7.7,332,9
Sat, Apr 28 2012,0100,93,7.5,105,9.5,198,8.6
Sat, Apr 28 2012,0200,40,10,71,18.3,111,15.3
Sat, Apr 28 2012,0300,40,7.5,47,12.8,87,10.3
Sat, Apr 28 2012,0400,42,19,33,21.2,75,20
Sat, Apr 28 2012,0500,47,29.8,33,51.5,80,38.8
Sat, Apr 28 2012,0600,26,30.8,19,42.1,45,35.6
Sat, Apr 28 2012,0700,42,31,34,32.4,76,31.6
Sat, Apr 28 2012,0800,76,22.4,73,12.3,149,17.4
Sat, Apr 28 2012,0900,178,15.2,127,5.5,305,11.1
Sat, Apr 28 2012,1000,241,7.1,237,6.3,478,6.7
Sat, Apr 28 2012,1100,326,5.2,378,4,704,4.5
Sat, Apr 28 2012,1200,394,7.1,398,4.5,792,5.8
Sat, Apr 28 2012,1300,401,3.5,467,3.9,868,3.7
Sat, Apr 28 2012,1400,504,4,478,3.6,982,3.8
Sat, Apr 28 2012,1500,448,3.8,480,4.8,928,4.3
Sat, Apr 28 2012,1600,436,3,483,5,919,4
Sat, Apr 28 2012,1700,506,3.4,437,4.8,943,4
Sat, Apr 28 2012,1800,491,2.9,463,3.7,954,3.2
Sat, Apr 28 2012,1900,454,5.1,420,2.4,874,3.8
Sat, Apr 28 2012,2000,370,3.5,487,3.7,857,3.6
Sat, Apr 28 2012,2100,268,3.7,395,2.8,663,3.2
Sat, Apr 28 2012,2200,204,4.9,299,2.7,503,3.6
Sat, Apr 28 2012,2300,166,3.6,237,5.5,403,4.7
Sat, Apr 28 2012,2400,124,3.2,135,4.4,259,3.9
Sun, Apr 29 2012,0100,92,2.2,99,4,191,3.1
Sun, Apr 29 2012,0200,60,8.3,83,7.2,143,7.7
Sun, Apr 29 2012,0300,56,10.7,47,10.6,103,10.7
Sun, Apr 29 2012,0400,26,23.1,43,11.6,69,15.9
Sun, Apr 29 2012,0500,29,6.9,19,10.5,48,8.3
Sun, Apr 29 2012,0600,35,8.6,21,14.3,56,10.7
Sun, Apr 29 2012,0700,31,9.7,22,4.5,53,7.5
Sun, Apr 29 2012,0800,33,21.2,39,5.1,72,12.5
Sun, Apr 29 2012,0900,80,8.8,70,5.7,150,7.3
Sun, Apr 29 2012,1000,130,8.5,75,5.3,205,7.3
Sun, Apr 29 2012,1100,211,6.6,116,11.2,327,8.3
Sun, Apr 29 2012,1200,369,3.8,172,5.2,541,4.3
Sun, Apr 29 2012,1300,564,2,285,4.9,849,2.9
Sun, Apr 29 2012,1400,561,2,379,2.1,940,2
Sun, Apr 29 2012,1500,581,3.1,446,1.8,1027,2.5
Sun, Apr 29 2012,1600,544,2.2,477,3.1,1021,2.6
Sun, Apr 29 2012,1700,500,3,441,3.2,941,3.1
Sun, Apr 29 2012,1800,493,2.6,542,2.4,1035,2.5
Sun, Apr 29 2012,1900,571,2.6,482,2.1,1053,2.4
Sun, Apr 29 2012,2000,577,3.3,480,3.3,1057,3.3
Sun, Apr 29 2012,2100,472,2.8,432,3,904,2.9
Sun, Apr 29 2012,2200,424,1.4,498,3.8,922,2.7
Sun, Apr 29 2012,2300,208,2.9,360,4.4,568,3.9
Sun, Apr 29 2012,2400,126,0.8,205,3.9,331,2.7
Mon, Apr 30 2012,0100,49,2,128,10.9,177,8.5
Mon, Apr 30 2012,0200,27,7.4,49,14.3,76,11.8
Mon, Apr 30 2012,0300,33,27.3,52,7.7,85,15.3
Mon, Apr 30 2012,0400,22,27.3,21,23.8,43,25.6
Mon, Apr 30 2012,0500,20,15,27,29.6,47,23.4
Mon, Apr 30 2012,0600,29,44.8,20,65,49,53.1
Mon, Apr 30 2012,0700,87,20.7,60,23.3,147,21.8
Mon, Apr 30 2012,0800,218,9.6,191,10.5,409,10
Mon, Apr 30 2012,0900,362,9.7,567,5.5,929,7.1
Mon, Apr 30 2012,1000,464,7.3,663,6.3,1127,6.7
Mon, Apr 30 2012,1100,319,10,578,9,897,9.4
Mon, Apr 30 2012,1200,327,13.8,371,14,698,13.9
Mon, Apr 30 2012,1300,327,12.5,381,11,708,11.7
Mon, Apr 30 2012,1400,354,10.7,328,8.5,682,9.7
Mon, Apr 30 2012,1500,393,10.4,393,9.7,786,10.1
Mon, Apr 30 2012,1600,396,8.8,361,10.2,757,9.5
Mon, Apr 30 2012,1700,467,6.9,402,9.5,869,8.1
Mon, Apr 30 2012,1800,590,6.1,391,10.7,981,8
Mon, Apr 30 2012,1900,686,5.2,464,5.8,1150,5.5
Mon, Apr 30 2012,2000,503,5.4,389,5.1,892,5.3
Mon, Apr 30 2012,2100,278,7.2,285,5.6,563,6.4
Mon, Apr 30 2012,2200,202,5.9,148,14.9,350,9.7
Mon, Apr 30 2012,2300,148,9.5,147,8.8,295,9.2
Mon, Apr 30 2012,2400,101,5.9,112,9.8,213,8
Tue, May 1 2012,0100,61,3.3,67,11.9,128,7.8
Tue, May 1 2012,0200,43,7,49,24.5,92,16.3
Tue, May 1 2012,0300,27,25.9,34,23.5,61,24.6
Tue, May 1 2012,0400,30,36.7,22,36.4,52,36.5
Tue, May 1 2012,0500,37,29.7,19,68.4,56,42.9
Tue, May 1 2012,0600,21,52.4,35,48.6,56,50
Tue, May 1 2012,0700,54,35.2,60,30,114,32.5
Tue, May 1 2012,0800,163,14.7,178,9.6,341,12
Tue, May 1 2012,0900,315,12.1,565,7.4,880,9.1
Tue, May 1 2012,1000,491,6.7,670,6.7,1161,6.7
Tue, May 1 2012,1100,350,10.6,567,9.5,917,9.9
Tue, May 1 2012,1200,318,12.3,364,7.7,682,9.8
Tue, May 1 2012,1300,353,15.6,349,10.3,702,13
Tue, May 1 2012,1400,357,9.5,359,12,716,10.8
Tue, May 1 2012,1500,348,13.2,409,11.5,757,12.3
Tue, May 1 2012,1600,433,11.1,351,12,784,11.5
Tue, May 1 2012,1700,445,8.1,426,10.3,871,9.2
Tue, May 1 2012,1800,559,6.3,417,9.6,976,7.7
Tue, May 1 2012,1900,682,4.5,454,6.4,1136,5.3
Tue, May 1 2012,2000,579,6.6,465,4.9,1044,5.8
Tue, May 1 2012,2100,341,7.9,287,5.9,628,7
Tue, May 1 2012,2200,249,8.8,212,7.1,461,8
Tue, May 1 2012,2300,210,12.4,190,11.6,400,12
Tue, May 1 2012,2400,139,7.9,100,12,239,9.6
Wed, May 2 2012,0100,77,5.2,89,13.5,166,9.6
Wed, May 2 2012,0200,51,3.9,56,26.8,107,15.9
Wed, May 2 2012,0300,33,30.3,24,50,57,38.6
Wed, May 2 2012,0400,34,26.5,24,41.7,58,32.8
Wed, May 2 2012,0500,21,42.9,24,54.2,45,48.9
Wed, May 2 2012,0600,17,52.9,30,53.3,47,53.2
Wed, May 2 2012,0700,62,38.7,63,27,125,32.8
Wed, May 2 2012,0800,167,13.2,209,13.9,376,13.6
Wed, May 2 2012,0900,387,11.4,549,8,936,9.4
Wed, May 2 2012,1000,494,6.7,705,7,1199,6.8
Wed, May 2 2012,1100,372,11,534,10.9,906,10.9
Wed, May 2 2012,1200,308,10.4,421,9.7,729,10
Wed, May 2 2012,1300,349,15.5,378,13,727,14.2
Wed, May 2 2012,1400,348,12.1,372,10.8,720,11.4
Wed, May 2 2012,1500,372,12.4,396,10.9,768,11.6
Wed, May 2 2012,1600,400,9.5,373,11.3,773,10.3
Wed, May 2 2012,1700,520,11.7,369,8.1,889,10.2
Wed, May 2 2012,1800,605,5.3,466,8.8,1071,6.8
Wed, May 2 2012,1900,738,6,522,6.3,1260,6.1
Wed, May 2 2012,2000,600,7.7,562,5.9,1162,6.8
Wed, May 2 2012,2100,413,7.7,310,5.2,723,6.6
Wed, May 2 2012,2200,235,5.5,237,8.4,472,7
Wed, May 2 2012,2300,210,5.7,190,9.5,400,7.5
Wed, May 2 2012,2400,122,6.6,130,10,252,8.3
Thu, May 3 2012,0100,77,6.5,90,13.3,167,10.2
Thu, May 3 2012,0200,52,11.5,59,18.6,111,15.3
Thu, May 3 2012,0300,37,27,28,32.1,65,29.2
Thu, May 3 2012,0400,27,29.6,20,45,47,36.2
Thu, May 3 2012,0500,18,16.7,28,57.1,46,41.3
Thu, May 3 2012,0600,26,50,41,46.3,67,47.8
Thu, May 3 2012,0700,56,23.2,53,30.2,109,26.6
Thu, May 3 2012,0800,177,11.9,220,11.4,397,11.6
Thu, May 3 2012,0900,352,11.9,552,7.2,904,9.1
Thu, May 3 2012,1000,505,7.7,709,5.8,1214,6.6
Thu, May 3 2012,1100,358,10.1,573,11,931,10.6
Thu, May 3 2012,1200,313,15.3,413,9,726,11.7
Thu, May 3 2012,1300,335,11.9,354,14.7,689,13.4
Thu, May 3 2012,1400,405,14.1,336,10.1,741,12.3
Thu, May 3 2012,1500,382,8.6,363,9.1,745,8.9
Thu, May 3 2012,1600,422,9.2,414,10.4,836,9.8
Thu, May 3 2012,1700,534,8.4,425,8.7,959,8.6
Thu, May 3 2012,1800,652,6,449,7.1,1101,6.4
Thu, May 3 2012,1900,717,6.3,549,8,1266,7
Thu, May 3 2012,2000,581,4.6,523,5.4,1104,5
Thu, May 3 2012,2100,369,5.7,361,3.6,730,4.7
Thu, May 3 2012,2200,266,7.1,269,5.9,535,6.5
Thu, May 3 2012,2300,216,6.5,230,7.8,446,7.2
Thu, May 3 2012,2400,133,5.3,162,9.9,295,7.8
Fri, May 4 2012,0100,92,5.4,135,11.1,227,8.8
Fri, May 4 2012,0200,70,10,65,15.4,135,12.6
Fri, May 4 2012,0300,33,21.2,33,27.3,66,24.2
Fri, May 4 2012,0400,31,19.4,25,32,56,25
Fri, May 4 2012,0500,35,28.6,25,60,60,41.7
Fri, May 4 2012,0600,22,54.5,35,57.1,57,56.1
Fri, May 4 2012,0700,52,38.5,74,32.4,126,34.9
Fri, May 4 2012,0800,126,18.3,198,13.6,324,15.4
Fri, May 4 2012,0900,279,12.5,540,7.6,819,9.3
Fri, May 4 2012,1000,446,7.8,592,6.8,1038,7.2
Fri, May 4 2012,1100,353,13.6,468,12.4,821,12.9
Fri, May 4 2012,1200,346,12.4,397,8.1,743,10.1
Fri, May 4 2012,1300,397,13.6,407,10.3,804,11.9
Fri, May 4 2012,1400,481,10.6,480,9.4,961,10
Fri, May 4 2012,1500,596,8.1,482,10,1078,8.9
Fri, May 4 2012,1600,579,7.4,577,10.9,1156,9.2
Fri, May 4 2012,1700,739,7,698,7,1437,7
Fri, May 4 2012,1800,811,7.8,792,7.2,1603,7.5
Fri, May 4 2012,1900,743,5.7,779,3.7,1522,4.7
Fri, May 4 2012,2000,561,6.2,847,3.5,1408,4.6
Fri, May 4 2012,2100,435,7.1,669,5.2,1104,6
Fri, May 4 2012,2200,362,2.2,496,4.6,858,3.6
Fri, May 4 2012,2300,213,7,429,6.1,642,6.4
Fri, May 4 2012,2400,136,8.8,247,6.5,383,7.3
Sat, May 5 2012,0100,96,4.2,128,7,224,5.8
Sat, May 5 2012,0200,50,6,70,18.6,120,13.3
Sat, May 5 2012,0300,50,22,60,16.7,110,19.1
Sat, May 5 2012,0400,32,28.1,31,22.6,63,25.4
Sat, May 5 2012,0500,31,32.3,32,53.1,63,42.9
