Day of Week,Date,Hour ending,Hourly volume Eastbound,HCV % Eastbound,Hourly volume Westbound,HCV % Westbound,Total volume,Total % HCV
Sun, Jan 1 2012,0100,30,0,23,13,53,5.7
Sun, Jan 1 2012,0200,30,6.7,39,7.7,69,7.2
Sun, Jan 1 2012,0300,52,9.6,46,8.7,98,9.2
Sun, Jan 1 2012,0400,35,8.6,32,9.4,67,9
Sun, Jan 1 2012,0500,48,8.3,23,4.3,71,7
Sun, Jan 1 2012,0600,16,18.8,8,0,24,12.5
Sun, Jan 1 2012,0700,19,10.5,23,4.3,42,7.1
Sun, Jan 1 2012,0800,36,11.1,20,5,56,8.9
Sun, Jan 1 2012,0900,43,7,28,14.3,71,9.9
Sun, Jan 1 2012,1000,77,6.5,45,11.1,122,8.2
Sun, Jan 1 2012,1100,157,3.8,63,1.6,220,3.2
Sun, Jan 1 2012,1200,276,2.5,137,2.2,413,2.4
Sun, Jan 1 2012,1300,526,1.5,250,1.2,776,1.4
Sun, Jan 1 2012,1400,634,1.4,371,1.9,1005,1.6
Sun, Jan 1 2012,1500,643,0.8,442,2,1085,1.3
Sun, Jan 1 2012,1600,617,1.5,471,1.1,1088,1.3
Sun, Jan 1 2012,1700,482,0.8,393,1,875,0.9
Sun, Jan 1 2012,1800,444,1.1,301,3,745,1.9
Sun, Jan 1 2012,1900,319,0.3,297,2,616,1.1
Sun, Jan 1 2012,2000,433,2.1,262,2.7,695,2.3
Sun, Jan 1 2012,2100,256,2,212,3.3,468,2.6
Sun, Jan 1 2012,2200,136,2.9,142,2.1,278,2.5
Sun, Jan 1 2012,2300,65,1.5,87,5.7,152,3.9
Sun, Jan 1 2012,2400,45,2.2,47,6.4,92,4.3
Mon, Jan 2 2012,0100,30,3.3,48,10.4,78,7.7
Mon, Jan 2 2012,0200,34,14.7,41,7.3,75,10.7
Mon, Jan 2 2012,0300,23,13,36,13.9,59,13.6
Mon, Jan 2 2012,0400,41,19.5,12,16.7,53,18.9
Mon, Jan 2 2012,0500,32,12.5,16,37.5,48,20.8
Mon, Jan 2 2012,0600,30,13.3,12,58.3,42,26.2
Mon, Jan 2 2012,0700,37,18.9,36,16.7,73,17.8
Mon, Jan 2 2012,0800,61,16.4,54,13,115,14.8
Mon, Jan 2 2012,0900,96,11.5,74,9.5,170,10.6
Mon, Jan 2 2012,1000,134,10.4,104,8.7,238,9.7
Mon, Jan 2 2012,1100,209,6.2,128,2.3,337,4.7
Mon, Jan 2 2012,1200,474,2.7,211,2.8,685,2.8
Mon, Jan 2 2012,1300,696,2.2,314,2.5,1010,2.3
Mon, Jan 2 2012,1400,734,1.6,369,3.3,1103,2.2
Mon, Jan 2 2012,1500,722,1.2,409,3.2,1131,1.9
Mon, Jan 2 2012,1600,659,1.8,408,3.9,1067,2.6
Mon, Jan 2 2012,1700,623,2.2,392,3.1,1015,2.6
Mon, Jan 2 2012,1800,526,3.6,362,4.1,888,3.8
Mon, Jan 2 2012,1900,458,2.8,301,1.7,759,2.4
Mon, Jan 2 2012,2000,340,4.7,273,2.9,613,3.9
Mon, Jan 2 2012,2100,232,3,233,1.7,465,2.4
Mon, Jan 2 2012,2200,130,3.1,178,2.8,308,2.9
Mon, Jan 2 2012,2300,62,3.2,126,8.7,188,6.9
Mon, Jan 2 2012,2400,38,13.2,62,11.3,100,12
Tue, Jan 3 2012,0100,28,14.3,33,18.2,61,16.4
Tue, Jan 3 2012,0200,24,25,22,18.2,46,21.7
Tue, Jan 3 2012,0300,21,33.3,18,38.9,39,35.9
Tue, Jan 3 2012,0400,27,18.5,13,38.5,40,25
Tue, Jan 3 2012,0500,29,27.6,25,40,54,33.3
Tue, Jan 3 2012,0600,64,9.4,47,29.8,111,18
Tue, Jan 3 2012,0700,136,8.1,171,4.7,307,6.2
Tue, Jan 3 2012,0800,261,10,436,2.5,697,5.3
Tue, Jan 3 2012,0900,282,7.4,468,4.3,750,5.5
Tue, Jan 3 2012,1000,250,12.8,339,10,589,11.2
Tue, Jan 3 2012,1100,270,11.5,239,7.5,509,9.6
Tue, Jan 3 2012,1200,323,6.8,278,7.9,601,7.3
Tue, Jan 3 2012,1300,418,7.7,310,9.7,728,8.5
Tue, Jan 3 2012,1400,370,6.2,362,8.3,732,7.2
Tue, Jan 3 2012,1500,393,5.3,388,5.7,781,5.5
Tue, Jan 3 2012,1600,456,5.3,395,6.3,851,5.8
Tue, Jan 3 2012,1700,555,6.3,330,6.4,885,6.3
Tue, Jan 3 2012,1800,661,3.5,409,3.7,1070,3.6
Tue, Jan 3 2012,1900,430,4.7,333,5.7,763,5.1
Tue, Jan 3 2012,2000,231,7.4,248,4,479,5.6
Tue, Jan 3 2012,2100,172,4.1,187,4.8,359,4.5
Tue, Jan 3 2012,2200,109,4.6,118,11,227,7.9
Tue, Jan 3 2012,2300,87,8,84,8.3,171,8.2
Tue, Jan 3 2012,2400,64,6.2,61,19.7,125,12.8
Wed, Jan 4 2012,0100,61,6.6,41,24.4,102,13.7
Wed, Jan 4 2012,0200,33,27.3,31,25.8,64,26.6
Wed, Jan 4 2012,0300,21,28.6,19,31.6,40,30
Wed, Jan 4 2012,0400,25,40,22,59.1,47,48.9
Wed, Jan 4 2012,0500,33,48.5,18,50,51,49
Wed, Jan 4 2012,0600,46,17.4,56,26.8,102,22.5
Wed, Jan 4 2012,0700,95,15.8,172,9.3,267,11.6
Wed, Jan 4 2012,0800,236,8.1,433,6.9,669,7.3
Wed, Jan 4 2012,0900,306,8.5,521,6.9,827,7.5
Wed, Jan 4 2012,1000,274,12,386,8,660,9.7
Wed, Jan 4 2012,1100,260,13.5,305,8.2,565,10.6
Wed, Jan 4 2012,1200,352,10.5,349,8,701,9.3
Wed, Jan 4 2012,1300,385,10.1,357,7.3,742,8.8
Wed, Jan 4 2012,1400,406,6.9,395,6.8,801,6.9
Wed, Jan 4 2012,1500,444,6.1,376,9.8,820,7.8
Wed, Jan 4 2012,1600,459,8.9,387,8.3,846,8.6
Wed, Jan 4 2012,1700,615,4.4,338,7.7,953,5.6
Wed, Jan 4 2012,1800,693,2.7,396,3.3,1089,2.9
Wed, Jan 4 2012,1900,517,3.9,394,3.8,911,3.8
Wed, Jan 4 2012,2000,241,8.3,277,4,518,6
Wed, Jan 4 2012,2100,165,4.2,172,4.1,337,4.2
Wed, Jan 4 2012,2200,124,8.9,126,11.1,250,10
Wed, Jan 4 2012,2300,66,9.1,106,12.3,172,11
Wed, Jan 4 2012,2400,49,8.2,49,16.3,98,12.2
Thu, Jan 5 2012,0100,51,13.7,32,37.5,83,22.9
Thu, Jan 5 2012,0200,31,22.6,31,35.5,62,29
Thu, Jan 5 2012,0300,22,27.3,25,52,47,40.4
Thu, Jan 5 2012,0400,27,37,23,56.5,50,46
Thu, Jan 5 2012,0500,32,46.9,22,50,54,48.1
Thu, Jan 5 2012,0600,33,42.4,59,32.2,92,35.9
Thu, Jan 5 2012,0700,117,16.2,170,11.8,287,13.6
Thu, Jan 5 2012,0800,260,12.3,443,5.9,703,8.3
Thu, Jan 5 2012,0900,338,8.3,523,5.4,861,6.5
Thu, Jan 5 2012,1000,297,9.1,436,6.4,733,7.5
Thu, Jan 5 2012,1100,303,12.9,335,10.4,638,11.6
Thu, Jan 5 2012,1200,317,9.1,352,7.7,669,8.4
Thu, Jan 5 2012,1300,381,8.4,354,10.5,735,9.4
Thu, Jan 5 2012,1400,410,9.8,361,7.2,771,8.6
Thu, Jan 5 2012,1500,467,6,396,8.6,863,7.2
Thu, Jan 5 2012,1600,514,5.8,434,5.1,948,5.5
Thu, Jan 5 2012,1700,575,6.4,400,8,975,7.1
Thu, Jan 5 2012,1800,682,4.4,451,7.5,1133,5.6
Thu, Jan 5 2012,1900,553,5.2,402,3.7,955,4.6
Thu, Jan 5 2012,2000,296,7.4,314,4.8,610,6.1
Thu, Jan 5 2012,2100,203,6.9,202,6.4,405,6.7
Thu, Jan 5 2012,2200,150,2.7,187,5.3,337,4.2
Thu, Jan 5 2012,2300,97,9.3,106,7.5,203,8.4
Thu, Jan 5 2012,2400,70,5.7,85,12.9,155,9.7
Fri, Jan 6 2012,0100,60,1.7,47,23.4,107,11.2
Fri, Jan 6 2012,0200,35,28.6,18,38.9,53,32.1
Fri, Jan 6 2012,0300,32,28.1,27,40.7,59,33.9
Fri, Jan 6 2012,0400,19,36.8,19,63.2,38,50
Fri, Jan 6 2012,0500,28,28.6,17,64.7,45,42.2
Fri, Jan 6 2012,0600,32,34.4,69,29,101,30.7
Fri, Jan 6 2012,0700,117,16.2,162,13,279,14.3
Fri, Jan 6 2012,0800,263,9.9,423,5.7,686,7.3
Fri, Jan 6 2012,0900,308,8.4,509,5.9,817,6.9
Fri, Jan 6 2012,1000,266,8.6,391,8.4,657,8.5
Fri, Jan 6 2012,1100,283,11.3,371,5.7,654,8.1
Fri, Jan 6 2012,1200,370,9.5,368,11.1,738,10.3
Fri, Jan 6 2012,1300,470,8.9,433,6.5,903,7.8
Fri, Jan 6 2012,1400,543,5.9,442,7.2,985,6.5
Fri, Jan 6 2012,1500,539,6.5,441,7,980,6.7
Fri, Jan 6 2012,1600,585,6,458,7,1043,6.4
Fri, Jan 6 2012,1700,651,6.1,513,5.3,1164,5.8
Fri, Jan 6 2012,1800,677,3.1,503,3.2,1180,3.1
Fri, Jan 6 2012,1900,532,5.5,507,5.1,1039,5.3
Fri, Jan 6 2012,2000,382,5.8,460,7,842,6.4
Fri, Jan 6 2012,2100,215,4.2,334,3,549,3.5
Fri, Jan 6 2012,2200,157,5.7,231,6.5,388,6.2
Fri, Jan 6 2012,2300,108,6.5,163,8.6,271,7.7
Fri, Jan 6 2012,2400,98,7.1,74,17.6,172,11.6
Sat, Jan 7 2012,0100,44,4.5,60,15,104,10.6
Sat, Jan 7 2012,0200,49,24.5,42,31,91,27.5
Sat, Jan 7 2012,0300,29,17.2,29,27.6,58,22.4
Sat, Jan 7 2012,0400,23,8.7,18,38.9,41,22
Sat, Jan 7 2012,0500,28,28.6,19,73.7,47,46.8
Sat, Jan 7 2012,0600,26,34.6,41,22,67,26.9
Sat, Jan 7 2012,0700,50,24,55,14.5,105,19
Sat, Jan 7 2012,0800,133,12,77,5.2,210,9.5
Sat, Jan 7 2012,0900,199,11.6,143,9.8,342,10.8
Sat, Jan 7 2012,1000,242,7.9,203,6.9,445,7.4
Sat, Jan 7 2012,1100,272,8.1,251,4.4,523,6.3
Sat, Jan 7 2012,1200,322,4.3,273,5.1,595,4.7
Sat, Jan 7 2012,1300,368,6,388,4.4,756,5.2
Sat, Jan 7 2012,1400,389,2.6,388,3.6,777,3.1
Sat, Jan 7 2012,1500,365,3.6,447,2.2,812,2.8
Sat, Jan 7 2012,1600,405,4.2,380,3.7,785,3.9
Sat, Jan 7 2012,1700,440,2.7,402,3,842,2.9
Sat, Jan 7 2012,1800,401,2.5,380,4.7,781,3.6
Sat, Jan 7 2012,1900,372,1.1,382,3.1,754,2.1
Sat, Jan 7 2012,2000,271,4.1,330,3.3,601,3.7
Sat, Jan 7 2012,2100,157,1.9,248,2.4,405,2.2
Sat, Jan 7 2012,2200,128,3.9,166,2.4,294,3.1
Sat, Jan 7 2012,2300,93,1.1,94,5.3,187,3.2
Sat, Jan 7 2012,2400,66,3,69,0,135,1.5
Sun, Jan 8 2012,0100,52,3.8,59,6.8,111,5.4
Sun, Jan 8 2012,0200,57,3.5,51,7.8,108,5.6
Sun, Jan 8 2012,0300,26,15.4,36,13.9,62,14.5
Sun, Jan 8 2012,0400,35,11.4,11,9.1,46,10.9
Sun, Jan 8 2012,0500,28,14.3,15,26.7,43,18.6
Sun, Jan 8 2012,0600,25,8,16,18.8,41,12.2
Sun, Jan 8 2012,0700,25,16,51,5.9,76,9.2
Sun, Jan 8 2012,0800,66,16.7,49,6.1,115,12.2
Sun, Jan 8 2012,0900,102,7.8,47,14.9,149,10.1
Sun, Jan 8 2012,1000,126,7.9,89,12.4,215,9.8
Sun, Jan 8 2012,1100,174,4,146,4.1,320,4.1
Sun, Jan 8 2012,1200,256,3.5,237,4.2,493,3.9
Sun, Jan 8 2012,1300,348,2.3,261,1.9,609,2.1
Sun, Jan 8 2012,1400,426,2.1,336,1.8,762,2
Sun, Jan 8 2012,1500,420,2.9,345,2.9,765,2.9
Sun, Jan 8 2012,1600,472,1.5,395,1.8,867,1.6
Sun, Jan 8 2012,1700,513,2.3,443,2.3,956,2.3
Sun, Jan 8 2012,1800,524,1.1,429,2.6,953,1.8
Sun, Jan 8 2012,1900,477,1.5,466,1.5,943,1.5
Sun, Jan 8 2012,2000,380,1.3,457,1.3,837,1.3
Sun, Jan 8 2012,2100,344,1.7,380,2.6,724,2.2
Sun, Jan 8 2012,2200,209,3.8,264,3,473,3.4
Sun, Jan 8 2012,2300,92,4.3,194,5.2,286,4.9
Sun, Jan 8 2012,2400,58,1.7,79,6.3,137,4.4
Mon, Jan 9 2012,0100,38,7.9,34,17.6,72,12.5
Mon, Jan 9 2012,0200,23,21.7,40,12.5,63,15.9
Mon, Jan 9 2012,0300,19,36.8,19,26.3,38,31.6
Mon, Jan 9 2012,0400,24,20.8,19,52.6,43,34.9
Mon, Jan 9 2012,0500,27,29.6,16,43.8,43,34.9
Mon, Jan 9 2012,0600,76,26.3,67,23.9,143,25.2
Mon, Jan 9 2012,0700,206,10.7,178,11.8,384,11.2
Mon, Jan 9 2012,0800,370,7.8,606,4,976,5.4
Mon, Jan 9 2012,0900,449,7.1,669,5.7,1118,6.3
Mon, Jan 9 2012,1000,305,9.5,546,10.1,851,9.9
Mon, Jan 9 2012,1100,251,15.1,339,7.4,590,10.7
Mon, Jan 9 2012,1200,291,13.4,298,11.1,589,12.2
Mon, Jan 9 2012,1300,307,9.8,259,10.4,566,10.1
Mon, Jan 9 2012,1400,290,11.4,303,10.9,593,11.1
Mon, Jan 9 2012,1500,353,8.8,317,11.7,670,10.1
Mon, Jan 9 2012,1600,412,7.8,348,6.6,760,7.2
Mon, Jan 9 2012,1700,553,7.2,366,4.6,919,6.2
Mon, Jan 9 2012,1800,662,3.9,427,5.6,1089,4.6
Mon, Jan 9 2012,1900,516,5.8,378,5,894,5.5
Mon, Jan 9 2012,2000,256,7,210,8.1,466,7.5
Mon, Jan 9 2012,2100,155,3.2,168,5.4,323,4.3
Mon, Jan 9 2012,2200,134,5.2,124,8.9,258,7
Mon, Jan 9 2012,2300,73,4.1,103,13.6,176,9.7
Mon, Jan 9 2012,2400,63,6.3,61,6.6,124,6.5
Tue, Jan 10 2012,0100,47,6.4,32,28.1,79,15.2
Tue, Jan 10 2012,0200,29,37.9,31,22.6,60,30
Tue, Jan 10 2012,0300,24,29.2,18,55.6,42,40.5
Tue, Jan 10 2012,0400,25,40,20,65,45,51.1
Tue, Jan 10 2012,0500,22,36.4,20,55,42,45.2
Tue, Jan 10 2012,0600,50,30,55,23.6,105,26.7
Tue, Jan 10 2012,0700,127,12.6,182,10.4,309,11.3
Tue, Jan 10 2012,0800,282,9.2,558,6.6,840,7.5
Tue, Jan 10 2012,0900,452,6.6,625,5.3,1077,5.8
Tue, Jan 10 2012,1000,346,13,496,7.5,842,9.7
Tue, Jan 10 2012,1100,259,12.4,330,10.6,589,11.4
Tue, Jan 10 2012,1200,274,14.6,326,12,600,13.2
Tue, Jan 10 2012,1300,308,12,266,11.3,574,11.7
Tue, Jan 10 2012,1400,303,12.2,320,11.9,623,12
Tue, Jan 10 2012,1500,397,13.1,313,8.9,710,11.3
Tue, Jan 10 2012,1600,432,7.9,331,10.6,763,9
Tue, Jan 10 2012,1700,563,8,377,8.8,940,8.3
Tue, Jan 10 2012,1800,682,4,440,5.7,1122,4.6
Tue, Jan 10 2012,1900,498,4.8,394,6.3,892,5.5
Tue, Jan 10 2012,2000,249,6.8,262,5.7,511,6.3
Tue, Jan 10 2012,2100,178,8.4,198,7.1,376,7.7
Tue, Jan 10 2012,2200,149,5.4,145,9.7,294,7.5
Tue, Jan 10 2012,2300,96,1,114,10.5,210,6.2
Tue, Jan 10 2012,2400,66,9.1,74,14.9,140,12.1
Wed, Jan 11 2012,0100,45,8.9,29,37.9,74,20.3
Wed, Jan 11 2012,0200,30,30,31,22.6,61,26.2
Wed, Jan 11 2012,0300,25,28,19,47.4,44,36.4
Wed, Jan 11 2012,0400,22,27.3,31,58.1,53,45.3
Wed, Jan 11 2012,0500,19,42.1,21,76.2,40,60
Wed, Jan 11 2012,0600,45,26.7,57,21.1,102,23.5
Wed, Jan 11 2012,0700,128,15.6,162,13,290,14.1
Wed, Jan 11 2012,0800,312,7.7,552,6.2,864,6.7
Wed, Jan 11 2012,0900,462,6.5,636,6.1,1098,6.3
Wed, Jan 11 2012,1000,332,11.1,487,9.9,819,10.4
Wed, Jan 11 2012,1100,314,11.5,362,9.4,676,10.4
Wed, Jan 11 2012,1200,274,15.7,291,11.7,565,13.6
Wed, Jan 11 2012,1300,325,12.9,282,11.3,607,12.2
Wed, Jan 11 2012,1400,370,10.3,308,10.1,678,10.2
Wed, Jan 11 2012,1500,344,12.8,312,9.3,656,11.1
Wed, Jan 11 2012,1600,467,7.9,374,6.4,841,7.3
Wed, Jan 11 2012,1700,570,5.8,374,7.8,944,6.6
Wed, Jan 11 2012,1800,683,4.7,510,5.9,1193,5.2
Wed, Jan 11 2012,1900,528,3.4,443,4.3,971,3.8
Wed, Jan 11 2012,2000,290,9.3,318,4.7,608,6.9
Wed, Jan 11 2012,2100,163,7.4,239,5.4,402,6.2
Wed, Jan 11 2012,2200,130,4.6,145,6.2,275,5.5
Wed, Jan 11 2012,2300,97,2.1,113,10.6,210,6.7
Wed, Jan 11 2012,2400,70,5.7,74,17.6,144,11.8
Thu, Jan 12 2012,0100,53,3.8,46,23.9,99,13.1
Thu, Jan 12 2012,0200,32,28.1,23,30.4,55,29.1
Thu, Jan 12 2012,0300,22,13.6,20,60,42,35.7
Thu, Jan 12 2012,0400,30,26.7,24,66.7,54,44.4
Thu, Jan 12 2012,0500,23,47.8,21,66.7,44,56.8
Thu, Jan 12 2012,0600,50,32,55,27.3,105,29.5
Thu, Jan 12 2012,0700,123,13,180,10.6,303,11.6
Thu, Jan 12 2012,0800,329,11.6,558,5.6,887,7.8
Thu, Jan 12 2012,0900,473,7.6,663,5.1,1136,6.2
Thu, Jan 12 2012,1000,358,8.9,502,7.4,860,8
Thu, Jan 12 2012,1100,291,12.4,400,13.8,691,13.2
Thu, Jan 12 2012,1200,279,13.6,305,11.5,584,12.5
Thu, Jan 12 2012,1300,317,15.1,282,11,599,13.2
Thu, Jan 12 2012,1400,362,11.6,351,10.8,713,11.2
Thu, Jan 12 2012,1500,347,10.4,335,6.9,682,8.7
Thu, Jan 12 2012,1600,468,8.1,394,8.6,862,8.4
Thu, Jan 12 2012,1700,591,7.4,417,7.2,1008,7.3
Thu, Jan 12 2012,1800,734,5.4,494,7.5,1228,6.3
Thu, Jan 12 2012,1900,517,4.4,456,5.7,973,5
Thu, Jan 12 2012,2000,309,5.2,320,5.9,629,5.6
Thu, Jan 12 2012,2100,224,6.7,234,8.5,458,7.6
Thu, Jan 12 2012,2200,151,6,166,7.2,317,6.6
Thu, Jan 12 2012,2300,109,5.5,109,8.3,218,6.9
Thu, Jan 12 2012,2400,89,6.7,73,15.1,162,10.5
Fri, Jan 13 2012,0100,47,10.6,51,29.4,98,20.4
Fri, Jan 13 2012,0200,45,17.8,34,17.6,79,17.7
Fri, Jan 13 2012,0300,38,21.1,17,52.9,55,30.9
Fri, Jan 13 2012,0400,20,35,22,54.5,42,45.2
Fri, Jan 13 2012,0500,21,52.4,28,50,49,51
Fri, Jan 13 2012,0600,63,25.4,66,28.8,129,27.1
Fri, Jan 13 2012,0700,113,16.8,187,11.8,300,13.7
Fri, Jan 13 2012,0800,270,14.4,496,6.2,766,9.1
Fri, Jan 13 2012,0900,438,6.4,614,8.3,1052,7.5
Fri, Jan 13 2012,1000,331,11.2,482,11.2,813,11.2
Fri, Jan 13 2012,1100,261,15.3,355,10.1,616,12.3
Fri, Jan 13 2012,1200,341,12.6,339,7.4,680,10
Fri, Jan 13 2012,1300,386,11.1,378,10.3,764,10.7
Fri, Jan 13 2012,1400,521,8.8,409,10,930,9.4
Fri, Jan 13 2012,1500,595,7.2,405,6.7,1000,7
Fri, Jan 13 2012,1600,692,5.5,412,8,1104,6.4
Fri, Jan 13 2012,1700,740,5.4,552,5.8,1292,5.6
Fri, Jan 13 2012,1800,758,4.1,602,6,1360,4.9
Fri, Jan 13 2012,1900,590,3.1,634,3.9,1224,3.5
Fri, Jan 13 2012,2000,387,4.4,463,5.4,850,4.9
Fri, Jan 13 2012,2100,258,5.4,345,4.1,603,4.6
Fri, Jan 13 2012,2200,163,7.4,243,9.1,406,8.4
Fri, Jan 13 2012,2300,123,7.3,162,6.8,285,7
Fri, Jan 13 2012,2400,92,8.7,63,4.8,155,7.1
Sat, Jan 14 2012,0100,43,7,70,18.6,113,14.2
Sat, Jan 14 2012,0200,41,31.7,32,34.4,73,32.9
Sat, Jan 14 2012,0300,30,16.7,32,37.5,62,27.4
Sat, Jan 14 2012,0400,27,22.2,18,66.7,45,40
Sat, Jan 14 2012,0500,24,37.5,12,50,36,41.7
Sat, Jan 14 2012,0600,28,39.3,46,28.3,74,32.4
Sat, Jan 14 2012,0700,58,19,51,11.8,109,15.6
Sat, Jan 14 2012,0800,142,7,90,8.9,232,7.8
Sat, Jan 14 2012,0900,220,12.7,172,9.3,392,11.2
Sat, Jan 14 2012,1000,262,9.2,258,7,520,8.1
Sat, Jan 14 2012,1100,291,8.9,245,6.9,536,8
Sat, Jan 14 2012,1200,305,6.6,345,4.9,650,5.7
Sat, Jan 14 2012,1300,360,4.2,404,3.5,764,3.8
Sat, Jan 14 2012,1400,367,4.9,389,5.4,756,5.2
Sat, Jan 14 2012,1500,360,4.2,388,3.9,748,4
Sat, Jan 14 2012,1600,392,4.8,414,4.1,806,4.5
Sat, Jan 14 2012,1700,371,4.3,399,4,770,4.2
Sat, Jan 14 2012,1800,423,3.5,386,3.4,809,3.5
Sat, Jan 14 2012,1900,322,4.7,386,3.9,708,4.2
Sat, Jan 14 2012,2000,241,5.8,310,2.9,551,4.2
Sat, Jan 14 2012,2100,134,3.7,236,2.5,370,3
Sat, Jan 14 2012,2200,113,1.8,160,3.1,273,2.6
Sat, Jan 14 2012,2300,113,3.5,104,5.8,217,4.6
Sat, Jan 14 2012,2400,58,1.7,45,8.9,103,4.9
Sun, Jan 15 2012,0100,53,1.9,36,8.3,89,4.5
Sun, Jan 15 2012,0200,25,8,38,5.3,63,6.3
Sun, Jan 15 2012,0300,35,8.6,31,16.1,66,12.1
Sun, Jan 15 2012,0400,33,6.1,22,13.6,55,9.1
Sun, Jan 15 2012,0500,28,10.7,16,25,44,15.9
Sun, Jan 15 2012,0600,27,22.2,23,4.3,50,14
Sun, Jan 15 2012,0700,24,16.7,44,4.5,68,8.8
Sun, Jan 15 2012,0800,62,8.1,47,4.3,109,6.4
Sun, Jan 15 2012,0900,93,6.5,57,7,150,6.7
Sun, Jan 15 2012,1000,126,4,103,9.7,229,6.6
Sun, Jan 15 2012,1100,174,5.7,150,4,324,4.9
Sun, Jan 15 2012,1200,302,3.6,196,6.1,498,4.6
Sun, Jan 15 2012,1300,399,2.5,271,3,670,2.7
Sun, Jan 15 2012,1400,407,2.9,336,1.8,743,2.4
Sun, Jan 15 2012,1500,463,1.7,367,2.7,830,2.2
Sun, Jan 15 2012,1600,485,2.1,377,2.4,862,2.2
Sun, Jan 15 2012,1700,492,1.8,385,2.3,877,2.1
Sun, Jan 15 2012,1800,508,1.8,412,3.4,920,2.5
Sun, Jan 15 2012,1900,448,1.8,439,1.8,887,1.8
Sun, Jan 15 2012,2000,321,2.5,387,2.3,708,2.4
Sun, Jan 15 2012,2100,271,3.3,401,2.5,672,2.8
Sun, Jan 15 2012,2200,187,1.1,284,3.2,471,2.3
Sun, Jan 15 2012,2300,93,3.2,171,2.9,264,3
Sun, Jan 15 2012,2400,44,2.3,81,6.2,125,4.8
Mon, Jan 16 2012,0100,28,7.1,45,11.1,73,9.6
Mon, Jan 16 2012,0200,23,26.1,35,11.4,58,17.2
Mon, Jan 16 2012,0300,21,38.1,15,53.3,36,44.4
Mon, Jan 16 2012,0400,25,28,16,50,41,36.6
Mon, Jan 16 2012,0500,27,48.1,18,44.4,45,46.7
Mon, Jan 16 2012,0600,94,12.8,64,29.7,158,19.6
Mon, Jan 16 2012,0700,215,8.4,181,8.3,396,8.3
Mon, Jan 16 2012,0800,360,7.2,612,5.6,972,6.2
Mon, Jan 16 2012,0900,479,6.7,695,5,1174,5.7
Mon, Jan 16 2012,1000,340,11.2,500,8.8,840,9.8
Mon, Jan 16 2012,1100,265,13.2,379,10.6,644,11.6
Mon, Jan 16 2012,1200,278,12.2,355,11.5,633,11.8
Mon, Jan 16 2012,1300,309,9.1,308,13.3,617,11.2
Mon, Jan 16 2012,1400,346,12.1,310,13.2,656,12.7
Mon, Jan 16 2012,1500,340,9.1,355,11.5,695,10.4
Mon, Jan 16 2012,1600,434,9.7,348,6,782,8.1
Mon, Jan 16 2012,1700,596,7.6,374,7.5,970,7.5
Mon, Jan 16 2012,1800,660,3.8,428,5.4,1088,4.4
Mon, Jan 16 2012,1900,449,5.3,389,4.9,838,5.1
Mon, Jan 16 2012,2000,280,6.8,260,6.2,540,6.5
Mon, Jan 16 2012,2100,171,8.8,185,5.9,356,7.3
Mon, Jan 16 2012,2200,149,8.1,116,11.2,265,9.4
Mon, Jan 16 2012,2300,89,3.4,100,10,189,6.9
Mon, Jan 16 2012,2400,64,3.1,46,10.9,110,6.4
Tue, Jan 17 2012,0100,51,9.8,40,32.5,91,19.8
Tue, Jan 17 2012,0200,25,32,22,31.8,47,31.9
Tue, Jan 17 2012,0300,24,29.2,16,50,40,37.5
Tue, Jan 17 2012,0400,19,52.6,16,50,35,51.4
Tue, Jan 17 2012,0500,28,42.9,28,60.7,56,51.8
Tue, Jan 17 2012,0600,41,29.3,64,23.4,105,25.7
Tue, Jan 17 2012,0700,129,14.7,172,12.8,301,13.6
Tue, Jan 17 2012,0800,352,8,586,6.1,938,6.8
Tue, Jan 17 2012,0900,474,6.3,600,5.7,1074,6
Tue, Jan 17 2012,1000,328,12.8,547,10.8,875,11.5
Tue, Jan 17 2012,1100,266,13.2,383,11.2,649,12
Tue, Jan 17 2012,1200,295,15.3,352,15.3,647,15.3
Tue, Jan 17 2012,1300,338,16.9,297,10.1,635,13.7
Tue, Jan 17 2012,1400,331,13.9,308,11.4,639,12.7
Tue, Jan 17 2012,1500,388,7.5,331,7.6,719,7.5
Tue, Jan 17 2012,1600,456,9.6,373,8.6,829,9.2
Tue, Jan 17 2012,1700,562,6,371,9.2,933,7.3
Tue, Jan 17 2012,1800,672,3.9,460,7.6,1132,5.4
Tue, Jan 17 2012,1900,524,3.8,442,5.2,966,4.5
Tue, Jan 17 2012,2000,272,8.8,262,5.7,534,7.3
Tue, Jan 17 2012,2100,189,3.7,166,8.4,355,5.9
Tue, Jan 17 2012,2200,128,3.9,138,11.6,266,7.9
Tue, Jan 17 2012,2300,110,5.5,101,9.9,211,7.6
Tue, Jan 17 2012,2400,59,11.9,77,7.8,136,9.6
Wed, Jan 18 2012,0100,57,5.3,47,27.7,104,15.4
Wed, Jan 18 2012,0200,23,34.8,33,27.3,56,30.4
Wed, Jan 18 2012,0300,30,33.3,22,59.1,52,44.2
Wed, Jan 18 2012,0400,17,41.2,22,59.1,39,51.3
Wed, Jan 18 2012,0500,27,44.4,24,70.8,51,56.9
Wed, Jan 18 2012,0600,54,27.8,69,24.6,123,26
Wed, Jan 18 2012,0700,110,15.5,180,12.8,290,13.8
Wed, Jan 18 2012,0800,310,10.3,566,6,876,7.5
