Day of Week,Date,Hour ending,Hourly volume Northbound,HCV % Northbound,Hourly volume Southbound,HCV % Southbound,Total volume,Total % HCV
Mon, Apr 25 2011,1200,386,2.6,332,4.5,718,3.5
Mon, Apr 25 2011,1300,483,3.1,447,3.4,930,3.2
Mon, Apr 25 2011,1400,478,2.9,488,2,966,2.5
Mon, Apr 25 2011,1500,486,2.9,495,1.6,981,2.2
Mon, Apr 25 2011,1600,474,3.4,520,1.9,994,2.6
Mon, Apr 25 2011,1700,507,3.2,516,2.5,1023,2.8
Mon, Apr 25 2011,1800,494,2.8,533,2.1,1027,2.4
Mon, Apr 25 2011,1900,534,2.2,529,2.1,1063,2.2
Mon, Apr 25 2011,2000,393,2,498,1,891,1.5
Mon, Apr 25 2011,2100,323,2.5,357,2.5,680,2.5
Mon, Apr 25 2011,2200,257,3.1,259,2.3,516,2.7
Mon, Apr 25 2011,2300,108,3.7,137,2.9,245,3.3
Mon, Apr 25 2011,2400,68,4.4,93,9.7,161,7.5
Tue, Apr 26 2011,0100,71,2.8,41,0,112,1.8
Tue, Apr 26 2011,0200,13,7.7,17,11.8,30,10
Tue, Apr 26 2011,0300,9,0,20,5,29,3.4
Tue, Apr 26 2011,0400,14,21.4,13,23.1,27,22.2
Tue, Apr 26 2011,0500,14,35.7,29,20.7,43,25.6
Tue, Apr 26 2011,0600,51,17.6,89,20.2,140,19.3
Tue, Apr 26 2011,0700,142,9.2,152,11.8,294,10.5
Tue, Apr 26 2011,0800,319,8.8,391,6.4,710,7.5
Tue, Apr 26 2011,0900,353,9.1,524,3.6,877,5.8
Tue, Apr 26 2011,1000,322,11.5,408,10.8,730,11.1
Tue, Apr 26 2011,1100,373,9.4,356,9,729,9.2
Tue, Apr 26 2011,1200,402,10,390,8.7,792,9.3
Tue, Apr 26 2011,1300,444,6.5,353,8.5,797,7.4
Tue, Apr 26 2011,1400,409,9.5,320,8.4,729,9.1
Tue, Apr 26 2011,1500,426,9.2,375,6.4,801,7.9
Tue, Apr 26 2011,1600,410,7.3,392,7.1,802,7.2
Tue, Apr 26 2011,1700,475,6.5,417,7.7,892,7.1
Tue, Apr 26 2011,1800,587,5.8,453,4.4,1040,5.2
Tue, Apr 26 2011,1900,427,6.3,387,5.9,814,6.1
Tue, Apr 26 2011,2000,263,6.1,306,6.2,569,6.2
Tue, Apr 26 2011,2100,173,6.4,195,6.2,368,6.2
Tue, Apr 26 2011,2200,136,7.4,138,9.4,274,8.4
Tue, Apr 26 2011,2300,79,5.1,87,5.7,166,5.4
Tue, Apr 26 2011,2400,62,8.1,64,9.4,126,8.7
Wed, Apr 27 2011,0100,30,16.7,26,15.4,56,16.1
Wed, Apr 27 2011,0200,14,42.9,10,10,24,29.2
Wed, Apr 27 2011,0300,8,12.5,14,21.4,22,18.2
Wed, Apr 27 2011,0400,8,12.5,12,50,20,35
Wed, Apr 27 2011,0500,11,54.5,25,28,36,36.1
Wed, Apr 27 2011,0600,34,32.4,67,37.3,101,35.6
Wed, Apr 27 2011,0700,120,13.3,135,16.3,255,14.9
Wed, Apr 27 2011,0800,273,9.2,362,9.7,635,9.4
Wed, Apr 27 2011,0900,328,13.4,460,7,788,9.6
Wed, Apr 27 2011,1000,294,11.6,351,6.6,645,8.8
Wed, Apr 27 2011,1100,346,12.1,322,6.8,668,9.6
Wed, Apr 27 2011,1200,375,8.5,335,8.1,710,8.3
Wed, Apr 27 2011,1300,354,10.2,368,8.4,722,9.3
Wed, Apr 27 2011,1400,405,8.1,362,8,767,8.1
Wed, Apr 27 2011,1500,399,10.3,335,8.4,734,9.4
Wed, Apr 27 2011,1600,431,9.3,352,6.2,783,7.9
Wed, Apr 27 2011,1700,505,6.3,419,6.2,924,6.3
Wed, Apr 27 2011,1800,579,5.2,476,5,1055,5.1
Wed, Apr 27 2011,1900,455,4.2,417,3.8,872,4
Wed, Apr 27 2011,2000,258,3.9,375,6.1,633,5.2
Wed, Apr 27 2011,2100,218,6.9,251,4.8,469,5.8
Wed, Apr 27 2011,2200,177,7.3,180,6.7,357,7
Wed, Apr 27 2011,2300,92,7.6,148,6.1,240,6.7
Wed, Apr 27 2011,2400,61,8.2,59,8.5,120,8.3
Thu, Apr 28 2011,0100,50,14,35,11.4,85,12.9
Thu, Apr 28 2011,0200,16,0,14,42.9,30,20
Thu, Apr 28 2011,0300,6,16.7,12,25,18,22.2
Thu, Apr 28 2011,0400,9,55.6,21,42.9,30,46.7
Thu, Apr 28 2011,0500,17,23.5,27,22.2,44,22.7
Thu, Apr 28 2011,0600,50,38,60,30,110,33.6
Thu, Apr 28 2011,0700,134,15.7,132,21.2,266,18.4
Thu, Apr 28 2011,0800,269,11.9,334,6.9,603,9.1
Thu, Apr 28 2011,0900,342,12,528,6.6,870,8.7
Thu, Apr 28 2011,1000,312,9.6,409,7.6,721,8.5
Thu, Apr 28 2011,1100,347,10.1,391,7.7,738,8.8
Thu, Apr 28 2011,1200,460,10.7,398,9.5,858,10.1
Thu, Apr 28 2011,1300,440,8.4,353,9.9,793,9.1
Thu, Apr 28 2011,1400,421,8.1,426,9.4,847,8.7
Thu, Apr 28 2011,1500,436,10.3,361,11.4,797,10.8
Thu, Apr 28 2011,1600,468,9.2,416,6,884,7.7
Thu, Apr 28 2011,1700,488,7.2,474,8.4,962,7.8
Thu, Apr 28 2011,1800,658,5.8,488,6.8,1146,6.2
Thu, Apr 28 2011,1900,497,7.4,446,5.8,943,6.7
Thu, Apr 28 2011,2000,335,4.2,367,5.4,702,4.8
Thu, Apr 28 2011,2100,249,6,267,6.7,516,6.4
Thu, Apr 28 2011,2200,219,5,210,6.2,429,5.6
Thu, Apr 28 2011,2300,127,5.5,122,12.3,249,8.8
Thu, Apr 28 2011,2400,67,10.4,80,8.8,147,9.5
Fri, Apr 29 2011,0100,40,10,33,12.1,73,11
Fri, Apr 29 2011,0200,37,10.8,18,27.8,55,16.4
Fri, Apr 29 2011,0300,14,42.9,12,25,26,34.6
Fri, Apr 29 2011,0400,3,66.7,12,41.7,15,46.7
Fri, Apr 29 2011,0500,21,42.9,30,33.3,51,37.3
Fri, Apr 29 2011,0600,35,17.1,62,29,97,24.7
Fri, Apr 29 2011,0700,102,20.6,111,19.8,213,20.2
Fri, Apr 29 2011,0800,247,12.1,322,8.1,569,9.8
Fri, Apr 29 2011,0900,301,13.3,449,5.8,750,8.8
Fri, Apr 29 2011,1000,320,14.7,341,9.7,661,12.1
Fri, Apr 29 2011,1100,372,11.8,294,9.5,666,10.8
Fri, Apr 29 2011,1200,374,10.7,384,11.5,758,11.1
Fri, Apr 29 2011,1300,403,6.5,415,6.3,818,6.4
Fri, Apr 29 2011,1400,459,4.8,452,6.9,911,5.8
Fri, Apr 29 2011,1500,549,5.6,529,5.5,1078,5.6
Fri, Apr 29 2011,1600,539,6.1,534,6.4,1073,6.2
Fri, Apr 29 2011,1700,636,5.8,573,3.8,1209,4.9
Fri, Apr 29 2011,1800,669,4.5,637,4.7,1306,4.6
Fri, Apr 29 2011,1900,578,3.6,535,3.6,1113,3.6
Fri, Apr 29 2011,2000,384,3.1,445,3.8,829,3.5
Fri, Apr 29 2011,2100,302,4.3,290,2.8,592,3.5
Fri, Apr 29 2011,2200,211,4.3,216,1.9,427,3
Fri, Apr 29 2011,2300,148,5.4,149,3.4,297,4.4
Fri, Apr 29 2011,2400,89,4.5,96,4.2,185,4.3
Sat, Apr 30 2011,0100,42,4.8,54,5.6,96,5.2
Sat, Apr 30 2011,0200,30,6.7,29,13.8,59,10.2
Sat, Apr 30 2011,0300,26,11.5,18,11.1,44,11.4
Sat, Apr 30 2011,0400,13,7.7,20,25,33,18.2
Sat, Apr 30 2011,0500,11,9.1,27,11.1,38,10.5
Sat, Apr 30 2011,0600,32,31.2,37,8.1,69,18.8
Sat, Apr 30 2011,0700,70,10,64,12.5,134,11.2
Sat, Apr 30 2011,0800,99,11.1,163,14.1,262,13
Sat, Apr 30 2011,0900,184,6.5,259,6.9,443,6.8
Sat, Apr 30 2011,1000,253,5.1,404,5.9,657,5.6
Sat, Apr 30 2011,1100,307,4.6,488,2.9,795,3.5
Sat, Apr 30 2011,1200,418,4.8,598,3.2,1016,3.8
Sat, Apr 30 2011,1300,504,2.8,513,2.3,1017,2.6
Sat, Apr 30 2011,1400,528,3.6,428,2.6,956,3.1
Sat, Apr 30 2011,1500,505,4.2,408,2.9,913,3.6
Sat, Apr 30 2011,1600,504,3.2,462,2.6,966,2.9
Sat, Apr 30 2011,1700,533,2.3,450,2.4,983,2.3
Sat, Apr 30 2011,1800,434,2.3,466,1.7,900,2
Sat, Apr 30 2011,1900,433,3.5,340,4.7,773,4
Sat, Apr 30 2011,2000,267,4.5,302,4.6,569,4.6
Sat, Apr 30 2011,2100,325,4,236,3,561,3.6
Sat, Apr 30 2011,2200,218,5,170,1.2,388,3.4
Sat, Apr 30 2011,2300,148,2,97,8.2,245,4.5
Sat, Apr 30 2011,2400,64,1.6,77,3.9,141,2.8
Sun, May 1 2011,0100,42,0,46,2.2,88,1.1
Sun, May 1 2011,0200,44,11.4,27,3.7,71,8.5
Sun, May 1 2011,0300,24,0,20,5,44,2.3
Sun, May 1 2011,0400,21,9.5,17,11.8,38,10.5
Sun, May 1 2011,0500,18,0,30,3.3,48,2.1
Sun, May 1 2011,0600,14,7.1,39,7.7,53,7.5
Sun, May 1 2011,0700,25,0,53,3.8,78,2.6
Sun, May 1 2011,0800,112,9.8,73,4.1,185,7.6
Sun, May 1 2011,0900,137,4.4,146,5.5,283,4.9
Sun, May 1 2011,1000,180,10,200,9,380,9.5
Sun, May 1 2011,1100,280,3.2,289,4.2,569,3.7
Sun, May 1 2011,1200,373,3.8,306,4.2,679,4
Sun, May 1 2011,1300,500,1.4,417,4.3,917,2.7
Sun, May 1 2011,1400,457,1.8,412,4.4,869,3
Sun, May 1 2011,1500,434,3.2,391,1,825,2.2
Sun, May 1 2011,1600,432,6,356,2.5,788,4.4
Sun, May 1 2011,1700,437,2.3,337,3.3,774,2.7
Sun, May 1 2011,1800,433,4.4,389,2.8,822,3.6
Sun, May 1 2011,1900,402,2.5,342,3.8,744,3.1
Sun, May 1 2011,2000,318,3.8,331,3,649,3.4
Sun, May 1 2011,2100,253,2.8,285,4.2,538,3.5
Sun, May 1 2011,2200,166,4.2,191,2.6,357,3.4
Sun, May 1 2011,2300,107,0.9,115,0.9,222,0.9
Sun, May 1 2011,2400,60,3.3,53,0,113,1.8
Mon, May 2 2011,0100,30,0,40,15,70,8.6
Mon, May 2 2011,0200,52,11.5,18,11.1,70,11.4
Mon, May 2 2011,0300,16,6.2,17,0,33,3
Mon, May 2 2011,0400,12,0,7,14.3,19,5.3
Mon, May 2 2011,0500,13,23.1,32,3.1,45,8.9
Mon, May 2 2011,0600,22,13.6,47,8.5,69,10.1
Mon, May 2 2011,0700,49,6.1,45,15.6,94,10.6
Mon, May 2 2011,0800,58,12.1,91,8.8,149,10.1
Mon, May 2 2011,0900,89,11.2,117,5.1,206,7.8
Mon, May 2 2011,1000,142,9.2,153,6.5,295,7.8
Mon, May 2 2011,1100,220,5,190,4.7,410,4.9
Mon, May 2 2011,1200,293,4.4,309,5.8,602,5.1
Mon, May 2 2011,1300,425,3.1,365,3.8,790,3.4
Mon, May 2 2011,1400,513,4.3,426,3.3,939,3.8
Mon, May 2 2011,1500,478,1.9,418,2.6,896,2.2
Mon, May 2 2011,1600,477,3.1,475,2.5,952,2.8
Mon, May 2 2011,1700,495,3,409,2.4,904,2.8
Mon, May 2 2011,1800,468,3.6,448,2.5,916,3.1
Mon, May 2 2011,1900,438,4.6,459,2.4,897,3.5
Mon, May 2 2011,2000,300,3,388,2.3,688,2.6
Mon, May 2 2011,2100,316,1.6,349,3.7,665,2.7
Mon, May 2 2011,2200,169,3,224,4,393,3.6
Mon, May 2 2011,2300,115,4.3,119,5,234,4.7
Mon, May 2 2011,2400,60,8.3,81,6.2,141,7.1
Tue, May 3 2011,0100,52,3.8,44,9.1,96,6.2
Tue, May 3 2011,0200,13,7.7,12,0,25,4
Tue, May 3 2011,0300,4,25,7,14.3,11,18.2
Tue, May 3 2011,0400,9,33.3,12,50,21,42.9
Tue, May 3 2011,0500,16,25,27,25.9,43,25.6
Tue, May 3 2011,0600,54,13,102,19.6,156,17.3
Tue, May 3 2011,0700,189,11.6,175,9.7,364,10.7
Tue, May 3 2011,0800,326,4.9,421,5.5,747,5.2
Tue, May 3 2011,0900,381,8.7,612,4.4,993,6
Tue, May 3 2011,1000,285,11.9,397,7.8,682,9.5
Tue, May 3 2011,1100,325,14.2,375,10.9,700,12.4
Tue, May 3 2011,1200,317,12.9,284,8.5,601,10.8
Tue, May 3 2011,1300,324,13.3,317,10.1,641,11.7
Tue, May 3 2011,1400,306,10.1,319,11.9,625,11
Tue, May 3 2011,1500,353,12.2,254,10.6,607,11.5
Tue, May 3 2011,1600,337,6.5,311,9.6,648,8
Tue, May 3 2011,1700,430,8.1,338,8,768,8.1
Tue, May 3 2011,1800,581,6.5,377,9,958,7.5
Tue, May 3 2011,1900,429,4.7,329,4.9,758,4.7
Tue, May 3 2011,2000,215,3.3,257,7.8,472,5.7
Tue, May 3 2011,2100,167,7.8,179,7.3,346,7.5
Tue, May 3 2011,2200,125,4.8,115,5.2,240,5
Tue, May 3 2011,2300,86,11.6,68,10.3,154,11
Tue, May 3 2011,2400,50,16,52,3.8,102,9.8
Wed, May 4 2011,0100,26,23.1,19,5.3,45,15.6
Wed, May 4 2011,0200,15,20,15,13.3,30,16.7
Wed, May 4 2011,0300,8,50,12,50,20,50
Wed, May 4 2011,0400,7,42.9,11,54.5,18,50
Wed, May 4 2011,0500,9,44.4,29,17.2,38,23.7
Wed, May 4 2011,0600,32,28.1,86,23.3,118,24.6
Wed, May 4 2011,0700,128,9.4,152,18.4,280,14.3
Wed, May 4 2011,0800,346,8.7,362,7.5,708,8.1
Wed, May 4 2011,0900,340,12.6,529,4.9,869,7.9
Wed, May 4 2011,1000,299,10.7,338,7.4,637,8.9
Wed, May 4 2011,1100,267,14.2,283,11.7,550,12.9
Wed, May 4 2011,1200,289,17,252,11.9,541,14.6
Wed, May 4 2011,1300,303,12.5,267,10.9,570,11.8
Wed, May 4 2011,1400,309,12.9,306,13.1,615,13
Wed, May 4 2011,1500,311,11.6,286,10.8,597,11.2
Wed, May 4 2011,1600,346,8.1,342,10.2,688,9.2
Wed, May 4 2011,1700,423,7.8,359,7,782,7.4
Wed, May 4 2011,1800,579,5,439,5.5,1018,5.2
Wed, May 4 2011,1900,440,6.6,327,5.2,767,6
Wed, May 4 2011,2000,239,6.3,287,4.5,526,5.3
Wed, May 4 2011,2100,168,8.9,172,7,340,7.9
Wed, May 4 2011,2200,180,7.2,134,9,314,8
Wed, May 4 2011,2300,99,1,86,3.5,185,2.2
Wed, May 4 2011,2400,45,15.6,42,14.3,87,14.9
Thu, May 5 2011,0100,35,11.4,28,10.7,63,11.1
Thu, May 5 2011,0200,14,21.4,17,35.3,31,29
Thu, May 5 2011,0300,8,25,9,22.2,17,23.5
Thu, May 5 2011,0400,5,40,18,50,23,47.8
Thu, May 5 2011,0500,12,41.7,23,30.4,35,34.3
Thu, May 5 2011,0600,44,31.8,80,27.5,124,29
Thu, May 5 2011,0700,160,15.6,138,23.2,298,19.1
Thu, May 5 2011,0800,319,7.2,358,6.4,677,6.8
Thu, May 5 2011,0900,384,10.4,530,5.5,914,7.5
Thu, May 5 2011,1000,309,13.3,397,9.6,706,11.2
Thu, May 5 2011,1100,276,12,356,11.2,632,11.6
Thu, May 5 2011,1200,307,17.9,281,12.8,588,15.5
Thu, May 5 2011,1300,266,7.5,296,15.2,562,11.6
Thu, May 5 2011,1400,347,8.9,266,12.8,613,10.6
Thu, May 5 2011,1500,326,14.1,278,10.1,604,12.3
Thu, May 5 2011,1600,341,12.9,339,10,680,11.5
Thu, May 5 2011,1700,455,6.6,358,7.5,813,7
Thu, May 5 2011,1800,569,6,453,6.8,1022,6.4
Thu, May 5 2011,1900,491,3.7,379,8.2,870,5.6
Thu, May 5 2011,2000,286,6.6,297,5.1,583,5.8
Thu, May 5 2011,2100,194,7.7,201,5,395,6.3
Thu, May 5 2011,2200,181,7.7,149,6.7,330,7.3
Thu, May 5 2011,2300,95,8.4,96,4.2,191,6.3
Thu, May 5 2011,2400,53,7.5,64,10.9,117,9.4
Fri, May 6 2011,0100,45,8.9,46,17.4,91,13.2
Fri, May 6 2011,0200,17,23.5,18,16.7,35,20
Fri, May 6 2011,0300,13,30.8,5,20,18,27.8
Fri, May 6 2011,0400,6,33.3,14,57.1,20,50
Fri, May 6 2011,0500,17,41.2,29,27.6,46,32.6
Fri, May 6 2011,0600,36,22.2,66,36.4,102,31.4
Fri, May 6 2011,0700,119,14.3,120,17.5,239,15.9
Fri, May 6 2011,0800,297,7.7,312,7.7,609,7.7
Fri, May 6 2011,0900,334,12.3,554,5.4,888,8
Fri, May 6 2011,1000,297,14.8,318,6.6,615,10.6
Fri, May 6 2011,1100,292,12,289,10.4,581,11.2
Fri, May 6 2011,1200,294,13.3,341,12.3,635,12.8
Fri, May 6 2011,1300,346,9.8,332,7.2,678,8.6
Fri, May 6 2011,1400,399,5.8,397,9.6,796,7.7
Fri, May 6 2011,1500,439,9.3,402,7.7,841,8.6
Fri, May 6 2011,1600,506,5.7,499,4.4,1005,5.1
Fri, May 6 2011,1700,640,5.6,554,6.3,1194,5.9
Fri, May 6 2011,1800,702,4.8,666,5.4,1368,5.1
Fri, May 6 2011,1900,596,3,510,4.9,1106,3.9
Fri, May 6 2011,2000,377,3.7,403,4.5,780,4.1
Fri, May 6 2011,2100,258,3.5,264,4.5,522,4
Fri, May 6 2011,2200,333,4.5,180,3.3,513,4.1
Fri, May 6 2011,2300,147,7.5,125,3.2,272,5.5
Fri, May 6 2011,2400,80,6.2,71,4.2,151,5.3
Sat, May 7 2011,0100,58,5.2,40,10,98,7.1
Sat, May 7 2011,0200,35,2.9,25,16,60,8.3
Sat, May 7 2011,0300,11,9.1,19,10.5,30,10
Sat, May 7 2011,0400,9,22.2,11,18.2,20,20
Sat, May 7 2011,0500,12,8.3,23,8.7,35,8.6
Sat, May 7 2011,0600,17,35.3,36,19.4,53,24.5
Sat, May 7 2011,0700,61,9.8,63,17.5,124,13.7
Sat, May 7 2011,0800,105,11.4,115,10.4,220,10.9
Sat, May 7 2011,0900,179,6.7,207,5.3,386,6
Sat, May 7 2011,1000,286,3.1,328,3.7,614,3.4
Sat, May 7 2011,1100,360,3.9,378,5.3,738,4.6
Sat, May 7 2011,1200,403,3.5,407,3.9,810,3.7
Sat, May 7 2011,1300,391,1.8,410,3.4,801,2.6
Sat, May 7 2011,1400,453,3.8,372,3.8,825,3.8
Sat, May 7 2011,1500,472,4,397,2.8,869,3.5
Sat, May 7 2011,1600,387,3.1,342,3.2,729,3.2
Sat, May 7 2011,1700,400,3,323,4,723,3.5
Sat, May 7 2011,1800,393,2.3,374,3.2,767,2.7
Sat, May 7 2011,1900,349,3.7,355,2.8,704,3.3
Sat, May 7 2011,2000,250,2.4,303,4.6,553,3.6
Sat, May 7 2011,2100,222,4.1,231,3,453,3.5
Sat, May 7 2011,2200,195,3.1,128,3.9,323,3.4
Sat, May 7 2011,2300,92,0,98,3.1,190,1.6
Sat, May 7 2011,2400,68,2.9,78,1.3,146,2.1
Sun, May 8 2011,0100,40,2.5,42,7.1,82,4.9
Sun, May 8 2011,0200,22,0,26,0,48,0
Sun, May 8 2011,0300,23,0,26,3.8,49,2
Sun, May 8 2011,0400,20,5,15,13.3,35,8.6
Sun, May 8 2011,0500,15,0,20,5,35,2.9
Sun, May 8 2011,0600,15,20,29,0,44,6.8
Sun, May 8 2011,0700,23,0,52,11.5,75,8
Sun, May 8 2011,0800,80,5,53,7.5,133,6
Sun, May 8 2011,0900,123,7.3,67,7.5,190,7.4
Sun, May 8 2011,1000,153,13.7,151,6.6,304,10.2
Sun, May 8 2011,1100,221,8.1,223,7.2,444,7.7
Sun, May 8 2011,1200,278,5,269,1.5,547,3.3
Sun, May 8 2011,1300,351,1.4,363,1.9,714,1.7
Sun, May 8 2011,1400,366,2.5,436,1.6,802,2
Sun, May 8 2011,1500,379,2.9,421,1.7,800,2.2
Sun, May 8 2011,1600,373,2.1,425,2.1,798,2.1
Sun, May 8 2011,1700,417,1.7,390,4.6,807,3.1
Sun, May 8 2011,1800,422,3.3,407,3.4,829,3.4
Sun, May 8 2011,1900,394,2.5,465,3.4,859,3
Sun, May 8 2011,2000,335,3.3,406,3.7,741,3.5
Sun, May 8 2011,2100,312,2.6,343,4.4,655,3.5
Sun, May 8 2011,2200,248,3.2,214,1.9,462,2.6
Sun, May 8 2011,2300,127,3.1,119,0.8,246,2
Sun, May 8 2011,2400,71,7,75,4,146,5.5
Mon, May 9 2011,0100,31,3.2,35,0,66,1.5
Mon, May 9 2011,0200,36,5.6,22,18.2,58,10.3
Mon, May 9 2011,0300,9,33.3,10,20,19,26.3
Mon, May 9 2011,0400,8,25,13,38.5,21,33.3
Mon, May 9 2011,0500,13,30.8,24,25,37,27
Mon, May 9 2011,0600,56,14.3,94,22.3,150,19.3
Mon, May 9 2011,0700,167,7.8,186,12.9,353,10.5
Mon, May 9 2011,0800,348,6.9,429,6.3,777,6.6
Mon, May 9 2011,0900,348,8,555,4.1,903,5.6
Mon, May 9 2011,1000,287,13.6,339,8,626,10.5
Mon, May 9 2011,1100,250,8.8,303,8.6,553,8.7
Mon, May 9 2011,1200,269,12.3,278,11.9,547,12.1
Mon, May 9 2011,1300,284,9.9,282,7.8,566,8.8
Mon, May 9 2011,1400,286,11.5,296,9.5,582,10.5
Mon, May 9 2011,1500,312,9.3,290,11,602,10.1
Mon, May 9 2011,1600,328,9.8,304,10.2,632,10
Mon, May 9 2011,1700,392,7.1,347,5.5,739,6.4
Mon, May 9 2011,1800,520,5.6,362,5.5,882,5.6
Mon, May 9 2011,1900,387,5.9,331,7.6,718,6.7
Mon, May 9 2011,2000,205,6.3,245,6.5,450,6.4
Mon, May 9 2011,2100,174,9.2,162,8,336,8.6
Mon, May 9 2011,2200,169,5.9,116,7.8,285,6.7
Mon, May 9 2011,2300,113,5.3,91,8.8,204,6.9
Mon, May 9 2011,2400,36,11.1,58,6.9,94,8.5
Tue, May 10 2011,0100,66,4.5,30,6.7,96,5.2
Tue, May 10 2011,0200,15,6.7,11,18.2,26,11.5
Tue, May 10 2011,0300,11,18.2,10,20,21,19
Tue, May 10 2011,0400,7,14.3,20,30,27,25.9
Tue, May 10 2011,0500,17,41.2,20,40,37,40.5
Tue, May 10 2011,0600,35,22.9,67,26.9,102,25.5
Tue, May 10 2011,0700,129,7.8,143,18.9,272,13.6
Tue, May 10 2011,0800,313,10.5,369,9.2,682,9.8
Tue, May 10 2011,0900,324,11.7,590,5.1,914,7.4
Tue, May 10 2011,1000,304,13.8,438,8.4,742,10.6
Tue, May 10 2011,1100,320,13.1,327,12.2,647,12.7
Tue, May 10 2011,1200,301,16.9,267,10.5,568,13.9
Tue, May 10 2011,1300,310,14.5,300,10,610,12.3
Tue, May 10 2011,1400,324,9.3,309,14.9,633,12
Tue, May 10 2011,1500,305,13.8,294,10.9,599,12.4
Tue, May 10 2011,1600,367,7.6,343,7.3,710,7.5
Tue, May 10 2011,1700,415,6.7,346,9,761,7.8
Tue, May 10 2011,1800,617,5.8,421,5.2,1038,5.6
Tue, May 10 2011,1900,471,5.7,345,7.2,816,6.4
Tue, May 10 2011,2000,238,3.8,260,4.2,498,4
Tue, May 10 2011,2100,164,4.9,169,10.1,333,7.5
Tue, May 10 2011,2200,147,8.8,129,7.8,276,8.3
Tue, May 10 2011,2300,94,6.4,91,7.7,185,7
Tue, May 10 2011,2400,54,14.8,52,7.7,106,11.3
Wed, May 11 2011,0100,31,16.1,42,19,73,17.8
Wed, May 11 2011,0200,16,12.5,7,14.3,23,13
Wed, May 11 2011,0300,5,40,7,28.6,12,33.3
Wed, May 11 2011,0400,6,83.3,17,52.9,23,60.9
Wed, May 11 2011,0500,16,31.2,28,32.1,44,31.8
Wed, May 11 2011,0600,39,25.6,77,31.2,116,29.3
Wed, May 11 2011,0700,123,13.8,143,19.6,266,16.9
Wed, May 11 2011,0800,325,12.3,354,7.3,679,9.7
Wed, May 11 2011,0900,348,8.9,555,5.2,903,6.6
Wed, May 11 2011,1000,289,14.9,396,8.6,685,11.2
Wed, May 11 2011,1100,286,12.9,312,9.9,598,11.4
Wed, May 11 2011,1200,262,14.5,306,10.8,568,12.5
Wed, May 11 2011,1300,295,12.2,261,10.3,556,11.3
Wed, May 11 2011,1400,292,12.3,312,10.3,604,11.3
Wed, May 11 2011,1500,319,9.7,268,6.7,587,8.3
Wed, May 11 2011,1600,328,7.6,330,6.4,658,7
Wed, May 11 2011,1700,465,7.3,387,8.3,852,7.7
Wed, May 11 2011,1800,592,5.2,372,6.5,964,5.7
Wed, May 11 2011,1900,522,6.9,382,6,904,6.5
Wed, May 11 2011,2000,259,6.9,291,8.2,550,7.6
Wed, May 11 2011,2100,178,6.7,214,5.1,392,5.9
Wed, May 11 2011,2200,193,8.8,134,5.2,327,7.3
Wed, May 11 2011,2300,105,4.8,115,7,220,5.9
Wed, May 11 2011,2400,52,5.8,48,8.3,100,7
Thu, May 12 2011,0100,22,18.2,27,14.8,49,16.3
Thu, May 12 2011,0200,11,36.4,17,23.5,28,28.6
Thu, May 12 2011,0300,11,45.5,9,33.3,20,40
Thu, May 12 2011,0400,6,66.7,19,47.4,25,52
Thu, May 12 2011,0500,13,38.5,20,30,33,33.3
Thu, May 12 2011,0600,32,28.1,51,39.2,83,34.9
Thu, May 12 2011,0700,140,12.9,132,22,272,17.3
Thu, May 12 2011,0800,305,12.1,351,7.4,656,9.6
Thu, May 12 2011,0900,363,8.8,565,5.7,928,6.9
Thu, May 12 2011,1000,305,12.5,410,8.3,715,10.1
Thu, May 12 2011,1100,290,12.1,341,13.2,631,12.7
Thu, May 12 2011,1200,325,11.7,310,10.6,635,11.2
Thu, May 12 2011,1300,328,11,275,10.9,603,10.9
Thu, May 12 2011,1400,342,13.5,339,11.2,681,12.3
Thu, May 12 2011,1500,367,12,302,11.3,669,11.7
Thu, May 12 2011,1600,372,8.3,376,11.4,748,9.9
Thu, May 12 2011,1700,442,8.1,374,9.1,816,8.6
Thu, May 12 2011,1800,582,6.2,413,9.4,995,7.5
Thu, May 12 2011,1900,472,5.7,403,6.7,875,6.2
Thu, May 12 2011,2000,279,7.5,330,6.7,609,7.1
Thu, May 12 2011,2100,195,8.2,214,6.1,409,7.1
Thu, May 12 2011,2200,220,5.9,153,7.8,373,6.7
Thu, May 12 2011,2300,108,5.6,98,8.2,206,6.8
Thu, May 12 2011,2400,46,10.9,85,10.6,131,10.7
Fri, May 13 2011,0100,45,17.8,40,10,85,14.1
Fri, May 13 2011,0200,29,10.3,13,0,42,7.1
Fri, May 13 2011,0300,8,37.5,11,27.3,19,31.6
Fri, May 13 2011,0400,7,57.1,17,52.9,24,54.2
Fri, May 13 2011,0500,16,37.5,29,37.9,45,37.8
Fri, May 13 2011,0600,27,48.1,62,33.9,89,38.2
Fri, May 13 2011,0700,126,11.9,112,19.6,238,15.5
Fri, May 13 2011,0800,265,7.9,331,8.5,596,8.2
Fri, May 13 2011,0900,306,14.1,528,4,834,7.7
Fri, May 13 2011,1000,276,13.4,373,7.5,649,10
Fri, May 13 2011,1100,304,11.5,307,8.8,611,10.1
Fri, May 13 2011,1200,325,9.2,297,9.4,622,9.3
Fri, May 13 2011,1300,398,10.3,333,11.7,731,10.9
Fri, May 13 2011,1400,455,5.9,421,6.9,876,6.4
Fri, May 13 2011,1500,475,6.7,461,7.8,936,7.3
Fri, May 13 2011,1600,560,5.9,472,5.7,1032,5.8
